LapNumber,TyreLife,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Name,CircuitLength,Number of Laps,Slick,Wet,Inter,LapTime_sec,GapToLeader,GapToAhead,GapToBehind,status_1,status_12,status_124,status_21,status_24,status_4,status_41,TimeSinceLastWeatherMeasurement,Driver_idx,Team_idx,dnf
41.0,31.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.259,17.4320000000007,3.404000000000451,53.826999999999316,1,,,,,0.0,0.0,324.454,11,9,0
42.0,32.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.143,17.326000000000022,3.243000000000393,55.399999999999636,1,,,,,0.0,0.0,420.597,11,9,0
43.0,33.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.042,17.25,2.7789999999995416,57.060999999999694,1,,,,,0.0,0.0,516.639,11,9,0
44.0,34.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.452,17.413000000000466,2.6840000000001965,58.564000000000306,1,,,,,0.0,0.0,613.091,11,9,0
45.0,35.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.594,17.971999999999753,2.5780000000004293,59.60899999999947,1,,,,,0.0,0.0,709.685,11,9,0
46.0,36.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,97.651,19.725000000000364,3.3350000000000364,59.61800000000039,1,,,,,0.0,0.0,807.336,11,9,0
47.0,37.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.315,19.949999999999818,2.8759999999992942,61.14500000000044,1,,,,,0.0,0.0,903.651,11,9,0
48.0,38.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,96.579,20.17200000000048,2.5010000000002037,62.4399999999996,1,,,,,0.0,0.0,1000.23,11,9,0
49.0,39.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,97.861,21.217999999999847,2.7039999999997235,62.38500000000022,1,,,,,0.0,0.0,1098.091,11,9,0
50.0,40.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,97.036,21.990999999999985,2.7839999999996508,63.539999999999964,1,,,,,0.0,0.0,1195.127,11,9,0
51.0,41.0,4.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,2.0,0.0,0.0,97.083,22.96900000000005,2.587999999999738,64.78899999999976,1,,,,,0.0,0.0,1292.21,11,9,0
10.0,10.0,16.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,100.312,27.734000000000037,7.090000000000032,10.288999999999987,1,,,,,0.0,0.0,731.154,13,6,0
11.0,11.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,100.248,29.30099999999993,7.5470000000000255,7.786000000000058,1,,,,,0.0,0.0,831.402,13,6,0
12.0,12.0,12.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,100.903,31.17599999999993,8.599999999999909,4.895999999999958,1,,,,,0.0,0.0,932.305,13,6,0
5.0,5.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,98.604,2.2229999999999563,2.2229999999999563,6.3180000000000405,1,,,,,0.0,0.0,212.866,16,2,0
6.0,6.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,98.467,2.326999999999998,2.326999999999998,6.874000000000024,1,,,,,0.0,0.0,311.333,16,2,0
7.0,7.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,98.686,2.5149999999998727,2.5149999999998727,7.518000000000029,1,,,,,0.0,0.0,410.019,16,2,0
8.0,8.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.007,2.955000000000041,2.955000000000041,8.41700000000003,1,,,,,0.0,0.0,509.026,16,2,0
9.0,9.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,98.9,3.05499999999995,3.05499999999995,12.412000000000035,1,,,,,0.0,0.0,607.926,16,2,0
10.0,10.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,98.889,3.394999999999982,3.394999999999982,13.687000000000012,1,,,,,0.0,0.0,706.815,16,2,0
11.0,11.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.152,3.8659999999999854,3.8659999999999854,14.549999999999955,1,,,,,0.0,0.0,805.967,16,2,0
12.0,12.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.098,3.935999999999922,3.935999999999922,15.701999999999998,1,,,,,0.0,0.0,905.065,16,2,0
15.0,2.0,4.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.828,18.086000000000013,2.0299999999999727,20.180000000000064,1,,,,,0.0,0.0,1222.075,16,2,0
16.0,3.0,4.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.067,17.09199999999987,2.033999999999878,19.067000000000007,1,,,,,0.0,0.0,1320.142,16,2,0
17.0,4.0,4.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.193,13.724999999999909,2.4939999999999145,18.740999999999985,1,,,,,0.0,0.0,1418.335,16,2,0
18.0,5.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.383,3.189000000000078,3.189000000000078,18.166999999999916,1,,,,,0.0,0.0,1516.718,16,2,0
19.0,6.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.162,3.4600000000000364,3.4600000000000364,18.263999999999896,1,,,,,0.0,0.0,1614.88,16,2,0
20.0,7.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.148,4.104000000000042,4.104000000000042,18.54300000000012,1,,,,,0.0,0.0,1713.028,16,2,0
21.0,8.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.841,4.233000000000175,4.233000000000175,19.420000000000073,1,,,,,0.0,0.0,1810.869,16,2,0
22.0,9.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.806,4.8969999999999345,4.8969999999999345,20.16899999999987,1,,,,,0.0,0.0,1908.675,16,2,0
23.0,10.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.018,4.981999999999971,4.981999999999971,20.781999999999698,1,,,,,0.0,0.0,2006.693,16,2,0
24.0,11.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.784,5.131999999999607,5.131999999999607,21.7800000000002,1,,,,,0.0,0.0,2104.477,16,2,0
25.0,12.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.076,5.3969999999999345,5.3969999999999345,22.77200000000039,1,,,,,0.0,0.0,2202.553,16,2,0
26.0,13.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.045,6.05199999999968,6.05199999999968,23.939000000000306,1,,,,,0.0,0.0,2300.598,16,2,0
27.0,14.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.929,6.402000000000044,6.402000000000044,25.311999999999898,1,,,,,0.0,0.0,2398.527,16,2,0
28.0,15.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.996,6.704999999999927,6.704999999999927,26.552000000000135,1,,,,,0.0,0.0,2496.523,16,2,0
29.0,16.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.777,6.805000000000291,6.805000000000291,27.572999999999865,1,,,,,0.0,0.0,2594.3,16,2,0
30.0,17.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,97.653,6.6469999999999345,6.6469999999999345,29.200000000000273,1,,,,,0.0,0.0,2691.953,16,2,0
31.0,18.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,2.0,0.0,0.0,98.084,7.175000000000182,7.175000000000182,31.600999999999658,1,,,,,0.0,0.0,2790.037,16,2,0
36.0,36.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,95.518,11.433999999999742,11.433999999999742,27.302999999999884,1,,,,,0.0,0.0,3440.471,16,2,0
37.0,37.0,2.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,95.842,11.90099999999984,11.90099999999984,29.29300000000012,1,,,,,0.0,0.0,3536.313,16,2,0
38.0,38.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.207,12.110999999999876,12.110999999999876,31.710000000000036,1,,,,,0.0,0.0,32.214,16,2,0
39.0,39.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.398,12.335000000000036,12.335000000000036,33.603999999999814,1,,,,,0.0,0.0,128.612,16,2,0
40.0,40.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.471,12.445999999999913,12.445999999999913,35.58699999999999,1,,,,,0.0,0.0,225.083,16,2,0
41.0,41.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.391,12.511000000000422,12.511000000000422,37.610999999999876,1,,,,,0.0,0.0,321.474,16,2,0
42.0,42.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.28,12.541999999999462,12.541999999999462,41.06700000000001,1,,,,,0.0,0.0,417.754,16,2,0
43.0,43.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.665,13.088999999999942,13.088999999999942,44.009000000000015,1,,,,,0.0,0.0,514.419,16,2,0
44.0,44.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.885,13.6850000000004,13.6850000000004,50.99499999999989,1,,,,,0.0,0.0,611.304,16,2,0
45.0,45.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.746,14.39599999999973,14.39599999999973,86.59900000000016,1,,,,,0.0,0.0,708.05,16,2,0
46.0,46.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.456,14.954000000000633,14.954000000000633,59.110999999999876,1,,,,,0.0,0.0,804.506,16,2,0
47.0,47.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.708,15.572000000000116,15.572000000000116,60.75500000000011,1,,,,,0.0,0.0,901.214,16,2,0
48.0,48.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.746,15.96100000000024,15.96100000000024,62.42199999999957,1,,,,,0.0,0.0,997.96,16,2,0
49.0,49.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.315,16.46099999999933,16.46099999999933,63.75500000000011,1,,,,,0.0,0.0,1095.275,16,2,0
50.0,50.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,96.973,17.171000000000276,17.171000000000276,65.5069999999996,1,,,,,0.0,0.0,1192.248,16,2,0
51.0,51.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.377,18.44300000000021,18.44300000000021,66.7569999999996,1,,,,,0.0,0.0,1289.625,16,2,0
52.0,52.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.281,19.76299999999992,19.76299999999992,68.17000000000007,1,,,,,0.0,0.0,1386.906,16,2,0
53.0,53.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.412,20.842000000000553,20.842000000000553,69.55400000000009,1,,,,,0.0,0.0,1484.318,16,2,0
54.0,54.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.369,21.98199999999997,21.98199999999997,71.01900000000023,1,,,,,0.0,0.0,1581.687,16,2,0
55.0,55.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.387,23.110000000000582,23.110000000000582,72.69599999999991,1,,,,,0.0,0.0,1679.074,16,2,0
56.0,56.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.844,24.71099999999933,24.71099999999933,73.87700000000041,1,,,,,0.0,0.0,1776.918,16,2,0
57.0,57.0,2.0,26.8,46.0,1008.3,0,30.8,44,1.3,Sakhir,5.412,57,3.0,0.0,0.0,97.956,26.078999999999724,26.078999999999724,74.90099999999984,1,,,,,0.0,0.0,1874.874,16,2,0
1.0,1.0,15.0,27.9,45.0,1007.9,0,34.5,29,2.9,Sakhir,5.412,57,3.0,0.0,0.0,106.874,8.180999999999997,3.5109999999999957,2.433000000000007,1,,,,,0.0,0.0,3427.466,19,8,0
2.0,2.0,15.0,27.9,45.0,1007.9,0,34.5,29,2.9,Sakhir,5.412,57,3.0,0.0,0.0,100.265,10.954000000000008,5.588999999999999,2.617999999999995,1,,,,,0.0,0.0,3527.731,19,8,0
3.0,3.0,15.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.586,12.456999999999994,6.748000000000047,2.9320000000000164,1,,,,,0.0,0.0,26.924,19,8,0
4.0,4.0,15.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.262,13.585999999999956,7.4459999999999695,3.7490000000000236,1,,,,,0.0,0.0,126.186,19,8,0
5.0,5.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.246,14.788999999999987,8.172000000000025,5.228999999999985,1,,,,,0.0,0.0,225.432,19,8,0
6.0,6.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.303,15.728999999999928,8.841000000000008,5.879000000000019,1,,,,,0.0,0.0,324.735,19,8,0
7.0,7.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.507,16.737999999999943,9.442999999999984,6.1440000000000055,1,,,,,0.0,0.0,424.242,19,8,0
8.0,8.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.699,17.870000000000005,9.944999999999936,6.576000000000022,1,,,,,0.0,0.0,523.941,19,8,0
9.0,9.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,100.284,19.353999999999928,10.58299999999997,6.6170000000000755,1,,,,,0.0,0.0,624.225,19,8,0
10.0,10.0,12.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.839,20.644000000000005,10.955000000000041,7.090000000000032,1,,,,,0.0,0.0,724.064,19,8,0
11.0,11.0,9.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.791,21.753999999999905,11.07899999999995,7.5470000000000255,1,,,,,0.0,0.0,823.855,19,8,0
12.0,12.0,8.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,3.0,0.0,0.0,99.85,22.576000000000022,9.04300000000012,8.599999999999909,1,,,,,0.0,0.0,923.705,19,8,0
15.0,1.0,17.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,117.289,39.702,13.186999999999898,9.93600000000015,1,,,,,0.0,0.0,1243.691,19,8,0
16.0,2.0,17.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.402,39.04299999999989,12.519999999999982,9.990000000000009,1,,,,,0.0,0.0,1342.093,19,8,0
17.0,3.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,97.48,34.962999999999965,11.057999999999993,11.771999999999935,1,,,,,0.0,0.0,1439.573,19,8,0
18.0,4.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.033,24.076999999999998,10.725999999999885,13.004000000000133,1,,,,,0.0,0.0,1537.606,19,8,0
19.0,5.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.516,24.701999999999998,10.911000000000058,13.441000000000031,1,,,,,0.0,0.0,1636.122,19,8,0
20.0,6.0,14.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.626,25.82400000000007,10.642000000000053,13.57899999999995,1,,,,,0.0,0.0,1734.748,19,8,0
21.0,7.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.636,26.748000000000047,10.597999999999956,14.26299999999992,1,,,,,0.0,0.0,1833.384,19,8,0
22.0,8.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.566,28.172000000000025,10.26700000000028,14.863999999999578,1,,,,,0.0,0.0,1931.95,19,8,0
23.0,9.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.505,28.743999999999687,10.027999999999793,15.611000000000331,1,,,,,0.0,0.0,2030.455,19,8,0
24.0,10.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.69,29.799999999999727,10.076000000000022,16.708000000000084,1,,,,,0.0,0.0,2129.145,19,8,0
25.0,11.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.967,30.95600000000013,9.31399999999985,17.09900000000016,1,,,,,0.0,0.0,2228.112,19,8,0
26.0,12.0,13.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,98.77,32.335999999999785,8.891000000000076,18.09400000000005,1,,,,,0.0,0.0,2326.882,19,8,0
27.0,13.0,12.0,27.1,45.0,1008.0,0,31.9,31,1.4,Sakhir,5.412,57,1.0,0.0,0.0,99.158,33.914999999999964,6.280999999999949,19.25500000000011,1,,,,,0.0,0.0,2426.04,19,8,0
4.0,4.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,97.073,41.66300000000001,25.704999999999984,41.319999999999936,1,,0.0,,,0.0,0.0,377.609,11,9,0
5.0,5.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,95.525,43.47199999999998,26.80200000000002,42.653999999999996,1,,0.0,,,0.0,0.0,473.134,11,9,0
6.0,6.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,95.042,44.950000000000045,27.32400000000007,43.56899999999996,1,,0.0,,,0.0,0.0,568.176,11,9,0
7.0,7.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.381,45.819999999999936,27.42999999999995,44.789999999999964,1,,0.0,,,0.0,0.0,662.557,11,9,0
8.0,8.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.461,46.389999999999986,27.80600000000004,45.78099999999995,1,,0.0,,,0.0,0.0,757.018,11,9,0
9.0,9.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.347,46.938999999999965,28.053999999999974,46.99300000000005,1,,0.0,,,0.0,0.0,851.365,11,9,0
10.0,10.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.331,47.45699999999988,27.965999999999894,48.74700000000007,1,,0.0,,,0.0,0.0,945.696,11,9,0
11.0,11.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.088,47.54399999999987,27.760999999999967,50.80600000000004,1,,0.0,,,0.0,0.0,1039.784,11,9,0
12.0,12.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.311,47.89500000000021,27.647000000000162,52.182999999999765,1,,0.0,,,0.0,0.0,1134.095,11,9,0
13.0,13.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,95.754,49.79299999999989,29.18399999999997,52.547000000000025,1,,0.0,,,0.0,0.0,1229.849,11,9,0
14.0,14.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,95.09,50.98199999999997,29.63299999999981,53.289999999999964,1,,0.0,,,0.0,0.0,1324.939,11,9,0
15.0,15.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.188,51.26999999999998,29.545000000000073,55.554999999999836,1,,0.0,,,0.0,0.0,1419.127,11,9,0
16.0,16.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.17,51.682000000000016,29.422000000000025,57.46799999999985,1,,0.0,,,0.0,0.0,1513.297,11,9,0
17.0,17.0,8.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.919,51.80400000000009,28.86500000000001,59.46100000000001,1,,0.0,,,0.0,0.0,1607.216,11,9,0
18.0,18.0,7.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,94.017,52.01099999999997,28.442999999999984,61.87099999999987,1,,0.0,,,0.0,0.0,1701.233,11,9,0
19.0,19.0,7.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.869,51.965999999999894,27.914999999999964,63.624000000000024,1,,0.0,,,0.0,0.0,1795.102,11,9,0
20.0,20.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.675,51.603000000000065,27.170000000000073,66.23799999999983,1,,0.0,,,0.0,0.0,1888.777,11,9,0
21.0,21.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.874,48.97699999999986,27.07699999999977,68.221,1,,0.0,,,0.0,0.0,1982.651,11,9,0
22.0,22.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.632,27.072999999999865,27.072999999999865,70.33899999999994,1,,0.0,,,0.0,0.0,2076.283,11,9,0
23.0,23.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.598,26.79599999999982,26.79599999999982,72.27300000000014,1,,0.0,,,0.0,0.0,2169.881,11,9,0
24.0,24.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.301,26.489000000000033,26.489000000000033,74.25300000000016,1,,0.0,,,0.0,0.0,2263.182,11,9,0
25.0,25.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.637,26.715000000000146,26.61299999999983,75.98700000000008,1,,0.0,,,0.0,0.0,2356.819,11,9,0
26.0,26.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.443,27.13799999999992,26.662999999999556,79.06100000000015,1,,0.0,,,0.0,0.0,2450.262,11,9,0
27.0,27.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.342,27.54399999999987,26.519999999999982,81.21199999999999,1,,0.0,,,0.0,0.0,2543.604,11,9,0
28.0,28.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.335,27.92099999999982,26.48700000000008,84.38599999999997,1,,0.0,,,0.0,0.0,2636.939,11,9,0
29.0,29.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.259,28.30899999999974,23.68399999999974,86.94000000000005,1,,0.0,,,0.0,0.0,2730.198,11,9,0
30.0,30.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.156,28.527000000000044,6.346000000000004,88.89899999999989,1,,0.0,,,0.0,0.0,2823.354,11,9,0
31.0,31.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,92.952,28.704999999999927,6.856999999999971,91.25900000000001,1,,0.0,,,0.0,0.0,2916.306,11,9,0
32.0,32.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.017,28.934999999999945,7.442999999999756,93.38799999999992,1,,0.0,,,0.0,0.0,3009.323,11,9,0
33.0,33.0,5.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,3.0,0.0,0.0,93.095,29.373000000000047,8.052000000000135,96.16699999999992,1,,0.0,,,0.0,0.0,3102.418,11,9,0
35.0,1.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,4.0,0.0,0.0,109.867,49.75199999999995,28.940999999999804,80.84000000000015,1,,0.0,,,0.0,0.0,3308.39,11,9,0
36.0,2.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,4.0,0.0,0.0,92.432,49.49300000000039,28.63500000000022,83.0029999999997,1,,0.0,,,0.0,0.0,3400.822,11,9,0
37.0,3.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,4.0,0.0,0.0,92.13,48.82699999999977,28.491999999999734,85.33199999999988,1,,0.0,,,0.0,0.0,3492.952,11,9,0
38.0,4.0,6.0,28.6,69.0,1006.5,0,38.4,274,0.8,Jeddah,6.174,50,4.0,0.0,0.0,92.143,48.30699999999979,27.677999999999884,87.89600000000019,1,,0.0,,,0.0,0.0,3585.095,11,9,0
