Time_x,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,TimeStamp_x,TimeBin,Time_y,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeStamp_y,Name,CircuitLength,Number of Laps,Slick,Wet,Inter,LapTime_sec,TotalTime,LeaderTime,GapToLeader,NextDriverTime,GapToAhead,PrevDriverTime,GapToBehind,status_1,status_12,status_124,status_21,status_24,status_4,status_41,TimeSinceLastWeatherMeasurement,NextPitOutTime,PitDuration,Driver_idx,Team_idx,dnf,status_14,status_126,status_16,status_167,status_67,status_671,status_71,status_26,status_6,status_2,status_6712,status_712
0 days 01:30:23.439000,ANT,12,0 days 00:01:22.314000,25.0,1.0,,,0 days 00:00:26.159000,0 days 00:00:28.782000,0 days 00:00:27.373000,0 days 01:29:27.284000,0 days 01:29:56.066000,0 days 01:30:23.439000,213.0,256.0,276.0,298.0,False,HARD,25.0,True,Mercedes,0 days 01:29:01.125000,2025-05-18 13:36:35.040,1,5.0,,,False,True,0 days 01:30:23.439000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,4.0,0.0,0.0,82.314,2064.086,2032.795,31.290999999999713,2062.753,1.332999999999629,2064.966,0.8800000000001091,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:29:48.498000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:31:45.719000,ANT,12,0 days 00:01:22.280000,26.0,1.0,,,0 days 00:00:25.997000,0 days 00:00:28.783000,0 days 00:00:27.500000,0 days 01:30:49.436000,0 days 01:31:18.219000,0 days 01:31:45.719000,214.0,257.0,275.0,294.0,False,HARD,26.0,True,Mercedes,0 days 01:30:23.439000,2025-05-18 13:37:57.354,1,5.0,,,False,True,0 days 01:31:45.719000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,4.0,0.0,0.0,82.28,2146.366,2113.874,32.49200000000019,2144.966,1.400000000000091,2146.792,0.4259999999999309,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:31:10.778000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:33:08.580000,ANT,12,0 days 00:01:22.861000,27.0,1.0,,,0 days 00:00:26.633000,0 days 00:00:28.873000,0 days 00:00:27.355000,0 days 01:32:12.352000,0 days 01:32:41.225000,0 days 01:33:08.580000,213.0,257.0,276.0,295.0,False,HARD,27.0,True,Mercedes,0 days 01:31:45.719000,2025-05-18 13:39:19.634,1,6.0,,,False,True,0 days 01:33:08.580000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,4.0,0.0,0.0,82.861,2229.227,2195.19,34.03699999999981,2227.734,1.4929999999999382,2229.965,0.7380000000002838,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:32:33.639000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:34:30.977000,ANT,12,0 days 00:01:22.397000,28.0,1.0,,,0 days 00:00:25.865000,0 days 00:00:28.920000,0 days 00:00:27.612000,0 days 01:33:34.445000,0 days 01:34:03.365000,0 days 01:34:30.977000,215.0,257.0,275.0,294.0,False,HARD,28.0,True,Mercedes,0 days 01:33:08.580000,2025-05-18 13:40:42.495,1,6.0,,,False,True,0 days 01:34:30.977000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,4.0,0.0,0.0,82.397,2311.624,2276.769,34.85500000000002,2310.715,0.9089999999996508,2312.562,0.9380000000001019,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:33:56.036000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:36:16.970000,ANT,12,0 days 00:01:45.993000,29.0,1.0,,0 days 01:36:12.616000,0 days 00:00:26.147000,0 days 00:00:40.237000,0 days 00:00:39.609000,0 days 01:34:57.124000,0 days 01:35:37.361000,0 days 01:36:16.970000,212.0,170.0,275.0,194.0,False,HARD,29.0,True,Mercedes,0 days 01:34:30.977000,2025-05-18 13:42:04.892,126,6.0,,,False,False,0 days 01:36:16.970000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,4.0,0.0,0.0,105.993,2417.617,2369.497,48.120000000000346,2416.93,0.6870000000003529,2418.11,0.49299999999993815,0,0.0,0.0,,0.0,0.0,0.0,0 days 00:35:42.029000,0 days 01:36:42.556000,0 days 00:00:29.940000,2,2,True,,1.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:38:29.534000,ANT,12,0 days 00:02:12.564000,30.0,2.0,0 days 01:36:42.556000,,0 days 00:00:56.343000,0 days 00:00:38.731000,0 days 00:00:37.490000,0 days 01:37:13.313000,0 days 01:37:52.044000,0 days 01:38:29.534000,155.0,197.0,188.0,225.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:36:16.970000,2025-05-18 13:43:50.885,67,6.0,,,False,False,0 days 01:38:29.534000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,132.564,2550.181,2502.176,48.00500000000011,2549.074,1.106999999999971,2554.878,4.697000000000116,0,0.0,0.0,,0.0,0.0,0.0,0 days 00:37:54.593000,,0,2,2,True,,0.0,,,1.0,0.0,0.0,0.0,0.0,,,
0 days 01:39:54.321000,ANT,12,0 days 00:01:24.787000,31.0,2.0,,,0 days 00:00:29.228000,0 days 00:00:28.476000,0 days 00:00:27.083000,0 days 01:38:58.762000,0 days 01:39:27.238000,0 days 01:39:54.321000,217.0,259.0,276.0,296.0,False,MEDIUM,2.0,True,Mercedes,0 days 01:38:29.534000,2025-05-18 13:46:03.449,71,6.0,,,False,False,0 days 01:39:54.321000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,84.787,2634.968,2599.321,35.646999999999935,2634.4610000000002,0.5069999999996071,2636.049,1.081000000000131,0,0.0,0.0,,0.0,0.0,0.0,0 days 00:39:19.380000,,0,2,2,True,,0.0,,,0.0,0.0,1.0,0.0,0.0,,,
0 days 01:41:15.982000,ANT,12,0 days 00:01:21.661000,32.0,2.0,,,0 days 00:00:25.980000,0 days 00:00:28.608000,0 days 00:00:27.073000,0 days 01:40:20.301000,0 days 01:40:48.909000,0 days 01:41:15.982000,218.0,258.0,274.0,294.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:39:54.321000,2025-05-18 13:47:28.236,1,6.0,,,False,True,0 days 01:41:15.982000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.661,2716.629,2679.651,36.978000000000065,2715.405,1.2239999999997053,2717.647,1.018000000000029,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:40:41.041000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:42:36.602000,ANT,12,0 days 00:01:20.620000,33.0,2.0,,,0 days 00:00:25.790000,0 days 00:00:28.084000,0 days 00:00:26.746000,0 days 01:41:41.772000,0 days 01:42:09.856000,0 days 01:42:36.602000,,258.0,277.0,293.0,True,MEDIUM,4.0,True,Mercedes,0 days 01:41:15.982000,2025-05-18 13:48:49.897,1,6.0,,,False,True,0 days 01:42:36.602000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,80.62,2797.249,2759.998,37.25099999999975,2796.137,1.1119999999996253,2797.7309999999998,0.4819999999999709,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:42:01.661000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:43:58.470000,ANT,12,0 days 00:01:21.868000,34.0,2.0,,,0 days 00:00:26.162000,0 days 00:00:28.655000,0 days 00:00:27.051000,0 days 01:43:02.764000,0 days 01:43:31.419000,0 days 01:43:58.470000,216.0,258.0,275.0,291.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:42:36.602000,2025-05-18 13:50:10.517,1,7.0,,,False,True,0 days 01:43:58.470000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.868,2879.117,2840.269,38.84800000000041,2877.204,1.913000000000011,2881.834,2.7169999999996435,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:43:23.529000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:45:19.648000,ANT,12,0 days 00:01:21.178000,35.0,2.0,,,0 days 00:00:25.778000,0 days 00:00:28.523000,0 days 00:00:26.877000,0 days 01:44:24.248000,0 days 01:44:52.771000,0 days 01:45:19.648000,215.0,257.0,274.0,291.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:43:58.470000,2025-05-18 13:51:32.385,1,7.0,,,False,True,0 days 01:45:19.648000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.178,2960.295,2920.389,39.90599999999995,2957.486,2.8090000000001965,2961.65,1.3550000000000182,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:44:44.707000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:46:40.470000,ANT,12,0 days 00:01:20.822000,36.0,2.0,,,0 days 00:00:25.738000,0 days 00:00:28.236000,0 days 00:00:26.848000,0 days 01:45:45.386000,0 days 01:46:13.622000,0 days 01:46:40.470000,218.0,257.0,274.0,297.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:45:19.648000,2025-05-18 13:52:53.563,1,7.0,,,False,True,0 days 01:46:40.470000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,80.822,3041.117,3000.349,40.76800000000003,3039.052,2.0650000000000546,3041.783,0.6659999999997126,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:46:05.529000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:48:01.556000,ANT,12,0 days 00:01:21.086000,37.0,2.0,,,0 days 00:00:25.835000,0 days 00:00:28.354000,0 days 00:00:26.897000,0 days 01:47:06.305000,0 days 01:47:34.659000,0 days 01:48:01.556000,,258.0,276.0,295.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:46:40.470000,2025-05-18 13:54:14.385,1,7.0,,,False,True,0 days 01:48:01.556000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.086,3122.203,3080.055,42.14800000000014,3120.241,1.961999999999989,3122.608,0.4050000000002001,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:47:26.615000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:49:23.500000,ANT,12,0 days 00:01:21.944000,38.0,2.0,,,0 days 00:00:26.282000,0 days 00:00:28.675000,0 days 00:00:26.987000,0 days 01:48:27.838000,0 days 01:48:56.513000,0 days 01:49:23.500000,,257.0,276.0,295.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:48:01.556000,2025-05-18 13:55:35.471,1,8.0,,,False,True,0 days 01:49:23.500000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.944,3204.147,3159.843,44.30400000000009,3202.456,1.6909999999998035,3212.256,8.108999999999924,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:48:48.559000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:50:44.681000,ANT,12,0 days 00:01:21.181000,39.0,2.0,,,0 days 00:00:25.689000,0 days 00:00:28.388000,0 days 00:00:27.104000,0 days 01:49:49.189000,0 days 01:50:17.577000,0 days 01:50:44.681000,221.0,258.0,274.0,291.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:49:23.500000,2025-05-18 13:56:57.415,1,8.0,,,False,True,0 days 01:50:44.681000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.181,3285.328,3239.598,45.73000000000002,3282.959,2.369000000000142,3292.77,7.442000000000007,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:50:09.740000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:52:05.637000,ANT,12,0 days 00:01:20.956000,40.0,2.0,,,0 days 00:00:25.675000,0 days 00:00:28.286000,0 days 00:00:26.995000,0 days 01:51:10.356000,0 days 01:51:38.642000,0 days 01:52:05.637000,220.0,257.0,273.0,293.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:50:44.681000,2025-05-18 13:58:18.596,1,8.0,,,False,True,0 days 01:52:05.637000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,80.956,3366.284,3319.251,47.0329999999999,3363.483,2.800999999999931,3372.884,6.599999999999909,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:51:30.696000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:53:26.623000,ANT,12,0 days 00:01:20.986000,41.0,2.0,,,0 days 00:00:25.648000,0 days 00:00:28.293000,0 days 00:00:27.045000,0 days 01:52:31.285000,0 days 01:52:59.578000,0 days 01:53:26.623000,,256.0,272.0,290.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:52:05.637000,2025-05-18 13:59:39.552,1,8.0,,,False,True,0 days 01:53:26.623000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,80.986,3447.27,3398.89,48.38000000000011,3444.714,2.55600000000004,3453.4,6.130000000000109,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:52:51.682000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:54:47.642000,ANT,12,0 days 00:01:21.019000,42.0,2.0,,,0 days 00:00:25.661000,0 days 00:00:28.294000,0 days 00:00:27.064000,0 days 01:53:52.284000,0 days 01:54:20.578000,0 days 01:54:47.642000,218.0,255.0,272.0,296.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:53:26.623000,2025-05-18 14:01:00.538,1,8.0,,,False,True,0 days 01:54:47.642000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.019,3528.289,3478.403,49.88600000000042,3525.529,2.7600000000002183,3533.709,5.419999999999618,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:54:12.701000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:56:08.263000,ANT,12,0 days 00:01:20.621000,43.0,2.0,,,0 days 00:00:25.584000,0 days 00:00:28.204000,0 days 00:00:26.833000,0 days 01:55:13.226000,0 days 01:55:41.430000,0 days 01:56:08.263000,,259.0,276.0,297.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:54:47.642000,2025-05-18 14:02:21.557,1,8.0,,,False,True,0 days 01:56:08.263000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,80.621,3608.91,3557.956,50.95399999999972,3606.349,2.5609999999996944,3613.986,5.076000000000022,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:55:33.322000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:57:29.097000,ANT,12,0 days 00:01:20.834000,44.0,2.0,,,0 days 00:00:25.460000,0 days 00:00:28.418000,0 days 00:00:26.956000,0 days 01:56:33.723000,0 days 01:57:02.141000,0 days 01:57:29.097000,216.0,256.0,273.0,297.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:56:08.263000,2025-05-18 14:03:42.178,1,8.0,,,False,True,0 days 01:57:29.097000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,80.834,3689.744,3637.746,51.99800000000005,3687.0480000000002,2.6959999999999127,3694.197,4.4529999999999745,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:56:54.156000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:58:26.290000,ANT,12,0 days 00:01:20.834000,45.0,2.0,,,,,,,,,,,273.0,297.0,,MEDIUM,16.0,True,Mercedes,0 days 01:57:29.097000,,1,,,,True,False,0 days 01:58:26.290000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,,,3717.913,,3846.047,,,,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:57:51.349000,,0,2,2,True,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 00:57:25.713000,ALO,14,0 days 00:01:26.360000,1.0,1.0,,,,0 days 00:00:28.910000,0 days 00:00:27.542000,,0 days 00:56:58.392000,0 days 00:57:25.882000,215.0,257.0,273.0,287.0,False,MEDIUM,1.0,False,Aston Martin,0 days 00:55:59.147000,2025-05-18 13:03:33.062,1,5.0,,,False,False,0 days 00:57:25.713000,0 days 00:00:00,0 days 00:00:34.663000,23.8,40.0,1010.2,False,45.1,292,3.4,0 days 00:00:34.663000,Imola,4.909,63,5.0,0.0,0.0,86.36,86.36,82.992,3.367999999999995,85.806,0.554000000000002,86.933,0.5730000000000075,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:56:51.050000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 00:58:47.863000,ALO,14,0 days 00:01:22.150000,2.0,1.0,,,0 days 00:00:26.433000,0 days 00:00:28.372000,0 days 00:00:27.345000,0 days 00:57:52.157000,0 days 00:58:20.529000,0 days 00:58:47.874000,217.0,256.0,273.0,283.0,True,MEDIUM,2.0,False,Aston Martin,0 days 00:57:25.713000,2025-05-18 13:04:59.628,1,5.0,,,False,True,0 days 00:58:47.863000,0 days 00:00:00,0 days 00:00:34.663000,23.8,40.0,1010.2,False,45.1,292,3.4,0 days 00:00:34.663000,Imola,4.909,63,5.0,0.0,0.0,82.15,168.51,164.123,4.3870000000000005,167.625,0.8849999999999909,169.133,0.6230000000000189,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:58:13.200000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:00:09.472000,ALO,14,0 days 00:01:21.609000,3.0,1.0,,,0 days 00:00:25.700000,0 days 00:00:28.481000,0 days 00:00:27.428000,0 days 00:59:13.574000,0 days 00:59:42.055000,0 days 01:00:09.483000,216.0,256.0,273.0,276.0,True,MEDIUM,3.0,False,Aston Martin,0 days 00:58:47.863000,2025-05-18 13:06:21.778,1,5.0,,,False,True,0 days 01:00:09.472000,0 days 01:00:00,0 days 00:00:34.663000,23.8,40.0,1010.2,False,45.1,292,3.4,0 days 00:00:34.663000,Imola,4.909,63,5.0,0.0,0.0,81.609,250.119,245.381,4.7379999999999995,249.087,1.0320000000000107,250.78900000000002,0.6700000000000159,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:59:34.809000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:01:31.115000,ALO,14,0 days 00:01:21.643000,4.0,1.0,,,0 days 00:00:25.754000,0 days 00:00:28.523000,0 days 00:00:27.366000,0 days 01:00:35.237000,0 days 01:01:03.760000,0 days 01:01:31.126000,213.0,251.0,274.0,285.0,False,MEDIUM,4.0,False,Aston Martin,0 days 01:00:09.472000,2025-05-18 13:07:43.387,1,5.0,,,False,True,0 days 01:01:31.115000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.643,331.762,326.599,5.163000000000011,330.73400000000004,1.0279999999999632,332.29600000000005,0.5340000000000487,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:00:56.174000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:02:52.516000,ALO,14,0 days 00:01:21.401000,5.0,1.0,,,0 days 00:00:25.566000,0 days 00:00:28.491000,0 days 00:00:27.344000,0 days 01:01:56.692000,0 days 01:02:25.183000,0 days 01:02:52.527000,,256.0,276.0,280.0,True,MEDIUM,5.0,False,Aston Martin,0 days 01:01:31.115000,2025-05-18 13:09:05.030,1,5.0,,,False,True,0 days 01:02:52.516000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.401,413.163,407.827,5.336000000000013,412.315,0.8480000000000132,414.004,0.8410000000000082,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:02:17.575000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:04:14.244000,ALO,14,0 days 00:01:21.728000,6.0,1.0,,,0 days 00:00:25.663000,0 days 00:00:28.703000,0 days 00:00:27.362000,0 days 01:03:18.190000,0 days 01:03:46.893000,0 days 01:04:14.255000,,253.0,274.0,287.0,False,MEDIUM,6.0,False,Aston Martin,0 days 01:02:52.516000,2025-05-18 13:10:26.431,1,5.0,,,False,True,0 days 01:04:14.244000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.728,494.89099999999996,488.804,6.086999999999989,493.833,1.0579999999999359,495.76300000000003,0.8720000000000709,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:03:39.303000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:05:35.899000,ALO,14,0 days 00:01:21.655000,7.0,1.0,,,0 days 00:00:25.466000,0 days 00:00:28.524000,0 days 00:00:27.665000,0 days 01:04:39.721000,0 days 01:05:08.245000,0 days 01:05:35.910000,215.0,255.0,271.0,289.0,False,MEDIUM,7.0,False,Aston Martin,0 days 01:04:14.244000,2025-05-18 13:11:48.159,1,5.0,,,False,True,0 days 01:05:35.899000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.655,576.546,570.3,6.246000000000095,575.1800000000001,1.3659999999999854,577.143,0.59699999999998,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:05:00.958000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:06:57.846000,ALO,14,0 days 00:01:21.947000,8.0,1.0,,,0 days 00:00:26.133000,0 days 00:00:28.433000,0 days 00:00:27.381000,0 days 01:06:02.043000,0 days 01:06:30.476000,0 days 01:06:57.857000,,255.0,273.0,290.0,False,MEDIUM,8.0,False,Aston Martin,0 days 01:05:35.899000,2025-05-18 13:13:09.814,1,5.0,,,False,True,0 days 01:06:57.846000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.947,658.4929999999999,651.506,6.986999999999966,656.89,1.6029999999999518,659.3050000000001,0.8120000000001255,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:06:22.905000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:08:19.834000,ALO,14,0 days 00:01:21.988000,9.0,1.0,,,0 days 00:00:25.741000,0 days 00:00:28.667000,0 days 00:00:27.580000,0 days 01:07:23.598000,0 days 01:07:52.265000,0 days 01:08:19.845000,,255.0,274.0,291.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:06:57.846000,2025-05-18 13:14:31.761,1,5.0,,,False,True,0 days 01:08:19.834000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,81.988,740.481,732.7,7.780999999999949,739.376,1.1050000000000182,741.347,0.8659999999999854,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:07:44.893000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:09:42.662000,ALO,14,0 days 00:01:22.828000,10.0,1.0,,,0 days 00:00:25.789000,0 days 00:00:29.120000,0 days 00:00:27.919000,0 days 01:08:45.634000,0 days 01:09:14.754000,0 days 01:09:42.673000,,257.0,273.0,292.0,False,MEDIUM,10.0,False,Aston Martin,0 days 01:08:19.834000,2025-05-18 13:15:53.749,1,5.0,,,False,True,0 days 01:09:42.662000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,82.828,823.309,813.957,9.351999999999975,822.358,0.9510000000000218,824.0980000000001,0.789000000000101,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:09:07.721000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
0 days 01:11:06.702000,ALO,14,0 days 00:01:24.040000,11.0,1.0,,,0 days 00:00:26.036000,0 days 00:00:29.747000,0 days 00:00:28.257000,0 days 01:10:08.709000,0 days 01:10:38.456000,0 days 01:11:06.713000,,256.0,271.0,293.0,False,MEDIUM,11.0,False,Aston Martin,0 days 01:09:42.662000,2025-05-18 13:17:16.577,1,4.0,,,False,True,0 days 01:11:06.702000,0 days 01:00:00,0 days 01:00:34.941000,24.1,38.0,1009.9,False,44.8,286,4.1,0 days 01:00:34.941000,Imola,4.909,63,5.0,0.0,0.0,84.04,907.349,895.246,12.103000000000065,905.408,1.941000000000031,908.357,1.0079999999999245,1,0.0,0.0,,0.0,0.0,0.0,0 days 00:10:31.761000,,0,3,3,False,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,
