Time_x,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,TimeStamp_x,TimeBin,Time_y,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeStamp_y,Name,CircuitLength,Number of Laps,Slick,Wet,Inter,LapTime_sec,TotalTime,LeaderTime,GapToLeader,NextDriverTime,GapToAhead,PrevDriverTime,GapToBehind,status_1,status_12,status_124,status_21,status_24,status_4,status_41,TimeSinceLastWeatherMeasurement,NextPitOutTime,PitDuration,Driver_idx,Team_idx,dnf,status_14,status_126,status_16,status_167,status_67,status_671,status_71,status_26,status_6,status_2,status_6712,status_712
0 days 01:13:00.002000,VER,1,0 days 00:01:59.392000,1.0,1.0,,,,0 days 00:00:20.705000,0 days 00:00:55.250000,,0 days 01:12:04.853000,0 days 01:13:00.058000,249.0,292.0,247.0,215.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,2.0,,,False,False,0 days 01:13:00.002000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,119.392,119.392,117.099,2.292999999999992,117.099,2.292999999999992,120.807,1.4150000000000063,0,0.0,1.0,0.0,0.0,0.0,0.0,0 days 00:12:51.906000,,0,0,0,False,,,,,,,,,,,,
0 days 01:15:49.358000,VER,1,0 days 00:01:59.392000,2.0,1.0,,0 days 01:15:38.205000,0 days 00:00:58.141000,0 days 00:00:37.976000,0 days 00:01:13.205000,0 days 01:13:58.233000,0 days 01:14:36.257000,0 days 01:15:49.446000,66.0,222.0,247.0,210.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 01:13:00.002000,2025-03-16 04:20:22.621,4,,,,False,False,0 days 01:15:49.358000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,,,,,,,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:15:41.262000,0 days 01:15:51.658000,0 days 00:00:13.453000,0,0,False,,,,,,,,,,,,
0 days 01:18:31.526000,VER,1,0 days 00:01:59.392000,3.0,2.0,0 days 01:15:51.658000,0 days 01:18:20.223000,0 days 00:00:56.230000,0 days 00:00:33.683000,0 days 00:01:12.232000,0 days 01:16:45.667000,0 days 01:17:19.489000,0 days 01:18:31.643000,78.0,203.0,247.0,180.0,False,INTERMEDIATE,3.0,False,Red Bull Racing,0 days 01:15:49.358000,2025-03-16 04:23:11.977,4,,,,False,False,0 days 01:18:31.526000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,,,,,,,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:18:23.430000,0 days 01:18:34.029000,0 days 00:00:13.806000,0,0,False,,,,,,,,,,,,
0 days 01:21:07.226000,VER,1,0 days 00:01:59.392000,4.0,3.0,0 days 01:18:34.029000,0 days 01:20:56.543000,0 days 00:00:54.351000,0 days 00:00:32.712000,0 days 00:01:08.712000,0 days 01:19:26.041000,0 days 01:19:58.680000,0 days 01:21:07.378000,103.0,240.0,247.0,187.0,False,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 01:18:31.526000,2025-03-16 04:25:54.145,4,,,,False,False,0 days 01:21:07.226000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,,,,,,,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:20:59.130000,0 days 01:21:09.534000,0 days 00:00:12.991000,0,0,False,,,,,,,,,,,,
0 days 01:23:30.835000,VER,1,0 days 00:02:23.609000,5.0,4.0,0 days 01:21:09.534000,,0 days 00:00:53.513000,0 days 00:00:32.627000,0 days 00:00:57.469000,0 days 01:22:00.795000,0 days 01:22:33.422000,0 days 01:23:30.891000,79.0,130.0,237.0,194.0,False,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 01:21:07.226000,2025-03-16 04:28:29.845,4,2.0,,,False,False,0 days 01:23:30.835000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,143.609,263.001,260.747,2.2539999999999623,260.747,2.2539999999999623,263.962,0.9610000000000127,0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:23:22.739000,,0,0,0,False,,,,,,,,,,,,
0 days 01:25:50.489000,VER,1,0 days 00:02:19.654000,6.0,4.0,,,0 days 00:00:47.887000,0 days 00:00:33.228000,0 days 00:00:58.539000,0 days 01:24:18.778000,0 days 01:24:52.006000,0 days 01:25:50.545000,158.0,183.0,208.0,127.0,True,INTERMEDIATE,6.0,False,Red Bull Racing,0 days 01:23:30.835000,2025-03-16 04:30:53.454,4,2.0,,,False,False,0 days 01:25:50.489000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,139.654,402.655,401.16999999999996,1.4850000000000136,401.16999999999996,1.4850000000000136,403.83500000000004,1.1800000000000637,0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:25:42.393000,,0,0,0,False,,,,,,,,,,,,
0 days 01:28:06.936000,VER,1,0 days 00:02:16.447000,7.0,4.0,,,0 days 00:00:45.898000,0 days 00:00:29.735000,0 days 00:01:00.814000,0 days 01:26:36.443000,0 days 01:27:06.178000,0 days 01:28:06.992000,174.0,197.0,277.0,208.0,True,INTERMEDIATE,7.0,False,Red Bull Racing,0 days 01:25:50.489000,2025-03-16 04:33:13.108,41,3.0,,,False,False,0 days 01:28:06.936000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,136.447,539.102,538.278,0.8239999999999554,538.278,0.8239999999999554,539.404,0.3020000000000209,0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:27:58.840000,,0,0,0,False,,,,,,,,,,,,
0 days 01:29:43.766000,VER,1,0 days 00:01:36.830000,8.0,4.0,,,0 days 00:00:35.249000,0 days 00:00:20.145000,0 days 00:00:41.436000,0 days 01:28:42.241000,0 days 01:29:02.386000,0 days 01:29:43.822000,257.0,297.0,278.0,245.0,True,INTERMEDIATE,8.0,False,Red Bull Racing,0 days 01:28:06.936000,2025-03-16 04:35:29.555,1,2.0,,,False,True,0 days 01:29:43.766000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,96.83,635.932,634.556,1.3759999999999764,634.556,1.3759999999999764,636.655,0.7229999999999563,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:29:35.670000,,0,0,0,False,,,,,,,,,,,,
0 days 01:31:18.081000,VER,1,0 days 00:01:34.315000,9.0,4.0,,,0 days 00:00:33.850000,0 days 00:00:19.608000,0 days 00:00:40.857000,0 days 01:30:17.672000,0 days 01:30:37.280000,0 days 01:31:18.137000,,301.0,279.0,258.0,True,INTERMEDIATE,9.0,False,Red Bull Racing,0 days 01:29:43.766000,2025-03-16 04:37:06.385,1,2.0,,,False,True,0 days 01:31:18.081000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,94.315,730.247,729.194,1.0529999999999973,729.194,1.0529999999999973,731.233,0.98599999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:31:09.985000,,0,0,0,False,,,,,,,,,,,,
0 days 01:32:50.731000,VER,1,0 days 00:01:32.650000,10.0,4.0,,,0 days 00:00:33.117000,0 days 00:00:19.414000,0 days 00:00:40.119000,0 days 01:31:51.254000,0 days 01:32:10.668000,0 days 01:32:50.787000,259.0,302.0,278.0,263.0,True,INTERMEDIATE,10.0,False,Red Bull Racing,0 days 01:31:18.081000,2025-03-16 04:38:40.700,1,2.0,,,False,True,0 days 01:32:50.731000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,92.65,822.897,821.324,1.5730000000000928,821.324,1.5730000000000928,823.905,1.0079999999999245,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:32:42.635000,,0,0,0,False,,,,,,,,,,,,
0 days 01:34:23.184000,VER,1,0 days 00:01:32.453000,11.0,4.0,,,0 days 00:00:33.017000,0 days 00:00:19.392000,0 days 00:00:40.044000,0 days 01:33:23.804000,0 days 01:33:43.196000,0 days 01:34:23.240000,,301.0,276.0,272.0,True,INTERMEDIATE,11.0,False,Red Bull Racing,0 days 01:32:50.731000,2025-03-16 04:40:13.350,1,2.0,,,False,True,0 days 01:34:23.184000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,92.453,915.35,913.513,1.836999999999989,913.513,1.836999999999989,915.864,0.51400000000001,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:34:15.088000,,0,0,0,False,,,,,,,,,,,,
0 days 01:35:54.775000,VER,1,0 days 00:01:31.591000,12.0,4.0,,,0 days 00:00:32.767000,0 days 00:00:19.302000,0 days 00:00:39.522000,0 days 01:34:56.007000,0 days 01:35:15.309000,0 days 01:35:54.831000,263.0,303.0,279.0,274.0,True,INTERMEDIATE,12.0,False,Red Bull Racing,0 days 01:34:23.184000,2025-03-16 04:41:45.803,1,2.0,,,False,True,0 days 01:35:54.775000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,91.591,1006.941,1005.2909999999999,1.650000000000091,1005.2909999999999,1.650000000000091,1007.154,0.21299999999996544,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:35:46.679000,,0,0,0,False,,,,,,,,,,,,
0 days 01:37:26.046000,VER,1,0 days 00:01:31.271000,13.0,4.0,,,0 days 00:00:32.572000,0 days 00:00:19.292000,0 days 00:00:39.407000,0 days 01:36:27.403000,0 days 01:36:46.695000,0 days 01:37:26.102000,264.0,301.0,278.0,281.0,True,INTERMEDIATE,13.0,False,Red Bull Racing,0 days 01:35:54.775000,2025-03-16 04:43:17.394,1,2.0,,,False,True,0 days 01:37:26.046000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,91.271,1098.212,1096.609,1.6030000000000655,1096.609,1.6030000000000655,1098.531,0.31899999999996,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:37:17.950000,,0,0,0,False,,,,,,,,,,,,
0 days 01:38:56.685000,VER,1,0 days 00:01:30.639000,14.0,4.0,,,0 days 00:00:32.137000,0 days 00:00:19.124000,0 days 00:00:39.378000,0 days 01:37:58.239000,0 days 01:38:17.363000,0 days 01:38:56.741000,266.0,300.0,291.0,282.0,True,INTERMEDIATE,14.0,False,Red Bull Racing,0 days 01:37:26.046000,2025-03-16 04:44:48.665,1,2.0,,,False,True,0 days 01:38:56.685000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.639,1188.851,1187.404,1.4470000000001164,1187.404,1.4470000000001164,1189.086,0.23499999999989996,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:38:48.589000,,0,0,0,False,,,,,,,,,,,,
0 days 01:40:27.013000,VER,1,0 days 00:01:30.328000,15.0,4.0,,,0 days 00:00:31.945000,0 days 00:00:18.879000,0 days 00:00:39.504000,0 days 01:39:28.686000,0 days 01:39:47.565000,0 days 01:40:27.069000,267.0,320.0,290.0,287.0,True,INTERMEDIATE,15.0,False,Red Bull Racing,0 days 01:38:56.685000,2025-03-16 04:46:19.304,1,2.0,,,False,True,0 days 01:40:27.013000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.328,1279.179,1277.63,1.5489999999999782,1277.63,1.5489999999999782,1279.429,0.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:40:18.917000,,0,0,0,False,,,,,,,,,,,,
0 days 01:41:57.605000,VER,1,0 days 00:01:30.592000,16.0,4.0,,,0 days 00:00:31.921000,0 days 00:00:19.071000,0 days 00:00:39.600000,0 days 01:40:58.990000,0 days 01:41:18.061000,0 days 01:41:57.661000,266.0,305.0,280.0,297.0,False,INTERMEDIATE,16.0,False,Red Bull Racing,0 days 01:40:27.013000,2025-03-16 04:47:49.632,1,2.0,,,False,True,0 days 01:41:57.605000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.592,1369.771,1367.5819999999999,2.189000000000078,1367.5819999999999,2.189000000000078,1370.151,0.38000000000010914,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:41:49.509000,,0,0,0,False,,,,,,,,,,,,
0 days 01:43:30.997000,VER,1,0 days 00:01:33.392000,17.0,4.0,,,0 days 00:00:32.432000,0 days 00:00:19.003000,0 days 00:00:41.957000,0 days 01:42:30.093000,0 days 01:42:49.096000,0 days 01:43:31.053000,267.0,303.0,278.0,285.0,False,INTERMEDIATE,17.0,False,Red Bull Racing,0 days 01:41:57.605000,2025-03-16 04:49:20.224,1,3.0,,,False,True,0 days 01:43:30.997000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,93.392,1463.163,1457.846,5.317000000000007,1460.847,2.316000000000031,1472.4,9.23700000000008,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:43:22.901000,,0,0,0,False,,,,,,,,,,,,
0 days 01:45:03.166000,VER,1,0 days 00:01:32.169000,18.0,4.0,,,0 days 00:00:32.550000,0 days 00:00:18.956000,0 days 00:00:40.663000,0 days 01:44:03.603000,0 days 01:44:22.559000,0 days 01:45:03.222000,266.0,301.0,280.0,271.0,False,INTERMEDIATE,18.0,False,Red Bull Racing,0 days 01:43:30.997000,2025-03-16 04:50:53.616,1,3.0,,,False,True,0 days 01:45:03.166000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,92.169,1555.3319999999999,1547.992,7.339999999999918,1550.99,4.341999999999871,1564.14,8.80800000000022,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:44:55.070000,,0,0,0,False,,,,,,,,,,,,
0 days 01:46:35.105000,VER,1,0 days 00:01:31.939000,19.0,4.0,,,0 days 00:00:32.547000,0 days 00:00:19.002000,0 days 00:00:40.390000,0 days 01:45:35.769000,0 days 01:45:54.771000,0 days 01:46:35.161000,,300.0,280.0,273.0,False,INTERMEDIATE,19.0,False,Red Bull Racing,0 days 01:45:03.166000,2025-03-16 04:52:25.785,1,3.0,,,False,True,0 days 01:46:35.105000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,91.939,1647.271,1638.543,8.728000000000065,1641.806,5.464999999999918,1656.329,9.057999999999993,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:46:27.009000,,0,0,0,False,,,,,,,,,,,,
0 days 01:48:06.703000,VER,1,0 days 00:01:31.598000,20.0,4.0,,,0 days 00:00:32.354000,0 days 00:00:19.009000,0 days 00:00:40.235000,0 days 01:47:07.515000,0 days 01:47:26.524000,0 days 01:48:06.759000,269.0,300.0,279.0,275.0,False,INTERMEDIATE,20.0,False,Red Bull Racing,0 days 01:46:35.105000,2025-03-16 04:53:57.724,1,3.0,,,False,True,0 days 01:48:06.703000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,91.598,1738.869,1729.253,9.615999999999985,1731.965,6.903999999999996,1747.644,8.775000000000091,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:47:58.607000,,0,0,0,False,,,,,,,,,,,,
0 days 01:49:37.880000,VER,1,0 days 00:01:31.177000,21.0,4.0,,,0 days 00:00:32.272000,0 days 00:00:18.898000,0 days 00:00:40.007000,0 days 01:48:39.031000,0 days 01:48:57.929000,0 days 01:49:37.936000,,298.0,279.0,272.0,False,INTERMEDIATE,21.0,False,Red Bull Racing,0 days 01:48:06.703000,2025-03-16 04:55:29.322,1,3.0,,,False,True,0 days 01:49:37.880000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,91.177,1830.046,1819.487,10.558999999999969,1821.692,8.354000000000042,1838.771,8.724999999999909,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:49:29.784000,,0,0,0,False,,,,,,,,,,,,
0 days 01:51:08.920000,VER,1,0 days 00:01:31.040000,22.0,4.0,,,0 days 00:00:32.480000,0 days 00:00:18.943000,0 days 00:00:39.617000,0 days 01:50:10.416000,0 days 01:50:29.359000,0 days 01:51:08.976000,263.0,301.0,281.0,279.0,False,INTERMEDIATE,22.0,False,Red Bull Racing,0 days 01:49:37.880000,2025-03-16 04:57:00.499,1,3.0,,,False,True,0 days 01:51:08.920000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,91.04,1921.086,1909.787,11.298999999999978,1911.906,9.180000000000064,1929.8,8.713999999999942,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:51:00.824000,,0,0,0,False,,,,,,,,,,,,
0 days 01:52:39.606000,VER,1,0 days 00:01:30.686000,23.0,4.0,,,0 days 00:00:32.099000,0 days 00:00:18.912000,0 days 00:00:39.675000,0 days 01:51:41.075000,0 days 01:51:59.987000,0 days 01:52:39.662000,265.0,302.0,280.0,276.0,False,INTERMEDIATE,23.0,False,Red Bull Racing,0 days 01:51:08.920000,2025-03-16 04:58:31.539,1,3.0,,,False,True,0 days 01:52:39.606000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.686,2011.772,1999.709,12.062999999999874,2001.645,10.126999999999953,2020.775,9.003000000000156,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:52:31.510000,,0,0,0,False,,,,,,,,,,,,
0 days 01:54:10.584000,VER,1,0 days 00:01:30.978000,24.0,4.0,,,0 days 00:00:32.243000,0 days 00:00:18.994000,0 days 00:00:39.741000,0 days 01:53:11.905000,0 days 01:53:30.899000,0 days 01:54:10.640000,267.0,301.0,281.0,275.0,False,INTERMEDIATE,24.0,False,Red Bull Racing,0 days 01:52:39.606000,2025-03-16 05:00:02.225,1,3.0,,,False,True,0 days 01:54:10.584000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.978,2102.75,2089.396,13.353999999999814,2091.271,11.478999999999814,2111.448,8.697999999999865,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:54:02.488000,,0,0,0,False,,,,,,,,,,,,
0 days 01:55:41.429000,VER,1,0 days 00:01:30.845000,25.0,4.0,,,0 days 00:00:32.279000,0 days 00:00:18.911000,0 days 00:00:39.655000,0 days 01:54:42.919000,0 days 01:55:01.830000,0 days 01:55:41.485000,,301.0,281.0,278.0,False,INTERMEDIATE,25.0,False,Red Bull Racing,0 days 01:54:10.584000,2025-03-16 05:01:33.203,1,3.0,,,False,True,0 days 01:55:41.429000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.845,2193.595,2178.997,14.597999999999956,2180.566,13.028999999999996,2201.936,8.34100000000035,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:55:33.333000,,0,0,0,False,,,,,,,,,,,,
0 days 01:57:11.722000,VER,1,0 days 00:01:30.293000,26.0,4.0,,,0 days 00:00:32.159000,0 days 00:00:18.938000,0 days 00:00:39.196000,0 days 01:56:13.644000,0 days 01:56:32.582000,0 days 01:57:11.778000,266.0,301.0,281.0,286.0,True,INTERMEDIATE,26.0,False,Red Bull Racing,0 days 01:55:41.429000,2025-03-16 05:03:04.048,1,3.0,,,False,True,0 days 01:57:11.722000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,90.293,2283.888,2268.157,15.730999999999767,2269.699,14.18899999999985,2292.047,8.159000000000106,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:57:03.626000,,0,0,0,False,,,,,,,,,,,,
0 days 01:58:41.453000,VER,1,0 days 00:01:29.731000,27.0,4.0,,,0 days 00:00:31.904000,0 days 00:00:18.868000,0 days 00:00:38.959000,0 days 01:57:43.682000,0 days 01:58:02.550000,0 days 01:58:41.509000,270.0,303.0,282.0,283.0,True,INTERMEDIATE,27.0,False,Red Bull Racing,0 days 01:57:11.722000,2025-03-16 05:04:34.341,1,3.0,,,False,True,0 days 01:58:41.453000,0 days 01:00:00,0 days 01:00:08.096000,15.4,73.0,1009.4,False,18.9,282,4.3,0 days 01:00:08.096000,Melbourne,5.303,58,0.0,0.0,1.0,89.731,2373.619,2357.407,16.21199999999999,2358.736,14.883000000000266,2381.91,8.290999999999713,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:58:33.357000,,0,0,0,False,,,,,,,,,,,,
0 days 02:00:10.864000,VER,1,0 days 00:01:29.411000,28.0,4.0,,,0 days 00:00:31.769000,0 days 00:00:18.848000,0 days 00:00:38.794000,0 days 01:59:13.278000,0 days 01:59:32.126000,0 days 02:00:10.920000,272.0,301.0,283.0,286.0,True,INTERMEDIATE,28.0,False,Red Bull Racing,0 days 01:58:41.453000,2025-03-16 05:06:04.072,1,3.0,,,False,True,0 days 02:00:10.864000,0 days 02:00:00,0 days 02:00:08.483000,15.7,77.0,1010.2,False,19.1,229,2.5,0 days 02:00:08.483000,Melbourne,5.303,58,0.0,0.0,1.0,89.411,2463.03,2446.504,16.526000000000295,2447.3650000000002,15.664999999999964,2471.6059999999998,8.575999999999567,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:02.381000,,0,0,0,False,,,,,,,,,,,,
0 days 02:01:39.907000,VER,1,0 days 00:01:29.043000,29.0,4.0,,,0 days 00:00:31.543000,0 days 00:00:18.815000,0 days 00:00:38.685000,0 days 02:00:42.463000,0 days 02:01:01.278000,0 days 02:01:39.963000,270.0,301.0,283.0,289.0,True,INTERMEDIATE,29.0,False,Red Bull Racing,0 days 02:00:10.864000,2025-03-16 05:07:33.483,1,3.0,,,False,True,0 days 02:01:39.907000,0 days 02:00:00,0 days 02:00:08.483000,15.7,77.0,1010.2,False,19.1,229,2.5,0 days 02:00:08.483000,Melbourne,5.303,58,0.0,0.0,1.0,89.043,2552.073,2534.861,17.21199999999999,2535.553,16.519999999999982,2561.094,9.021000000000186,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:01:31.424000,,0,0,0,False,,,,,,,,,,,,
0 days 02:03:08.144000,VER,1,0 days 00:01:28.237000,30.0,4.0,,,0 days 00:00:31.103000,0 days 00:00:18.635000,0 days 00:00:38.499000,0 days 02:02:11.066000,0 days 02:02:29.701000,0 days 02:03:08.200000,271.0,300.0,282.0,292.0,True,INTERMEDIATE,30.0,False,Red Bull Racing,0 days 02:01:39.907000,2025-03-16 05:09:02.526,1,3.0,,,False,True,0 days 02:03:08.144000,0 days 02:00:00,0 days 02:00:08.483000,15.7,77.0,1010.2,False,19.1,229,2.5,0 days 02:00:08.483000,Melbourne,5.303,58,0.0,0.0,1.0,88.237,2640.31,2622.893,17.416999999999916,2623.884,16.42599999999993,2650.883,10.572999999999865,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:02:59.661000,,0,0,0,False,,,,,,,,,,,,
0 days 02:04:36.271000,VER,1,0 days 00:01:28.127000,31.0,4.0,,,0 days 00:00:31.123000,0 days 00:00:18.741000,0 days 00:00:38.263000,0 days 02:03:39.323000,0 days 02:03:58.064000,0 days 02:04:36.327000,270.0,297.0,284.0,288.0,True,INTERMEDIATE,31.0,False,Red Bull Racing,0 days 02:03:08.144000,2025-03-16 05:10:30.763,1,3.0,,,False,True,0 days 02:04:36.271000,0 days 02:00:00,0 days 02:00:08.483000,15.7,77.0,1010.2,False,19.1,229,2.5,0 days 02:00:08.483000,Melbourne,5.303,58,0.0,0.0,1.0,88.127,2728.437,2710.5879999999997,17.84900000000016,2711.8,16.636999999999716,2739.924,11.48700000000008,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:04:27.788000,,0,0,0,False,,,,,,,,,,,,
0 days 02:06:04.479000,VER,1,0 days 00:01:28.208000,32.0,4.0,,,0 days 00:00:30.905000,0 days 00:00:18.890000,0 days 00:00:38.413000,0 days 02:05:07.232000,0 days 02:05:26.122000,0 days 02:06:04.535000,,298.0,283.0,287.0,False,INTERMEDIATE,32.0,False,Red Bull Racing,0 days 02:04:36.271000,2025-03-16 05:11:58.890,1,3.0,,,False,True,0 days 02:06:04.479000,0 days 02:00:00,0 days 02:00:08.483000,15.7,77.0,1010.2,False,19.1,229,2.5,0 days 02:00:08.483000,Melbourne,5.303,58,0.0,0.0,1.0,88.208,2816.645,2798.388,18.257000000000062,2801.179,15.465999999999894,2829.285,12.639999999999873,1,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:05:55.996000,,0,0,0,False,,,,,,,,,,,,
0 days 02:07:32.525000,VER,1,0 days 00:01:28.046000,33.0,4.0,,,0 days 00:00:30.905000,0 days 00:00:18.810000,0 days 00:00:38.331000,,0 days 02:06:54.250000,0 days 02:07:32.581000,267.0,304.0,282.0,288.0,True,INTERMEDIATE,33.0,False,Red Bull Racing,0 days 02:06:04.479000,2025-03-16 05:13:27.098,12,3.0,,,False,True,0 days 02:07:32.525000,0 days 02:00:00,0 days 02:00:08.483000,15.7,77.0,1010.2,False,19.1,229,2.5,0 days 02:00:08.483000,Melbourne,5.303,58,0.0,0.0,1.0,88.046,2904.691,2885.883,18.807999999999993,2889.405,15.285999999999603,2919.838,15.14700000000039,0,1.0,0.0,0.0,0.0,0.0,0.0,0 days 00:07:24.042000,,0,0,0,False,,,,,,,,,,,,
