LapNumber,SpeedFL,SpeedST,TyreLife,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Name,CircuitLength,Number of Laps,Slick,Wet,Inter,LapTime_sec,PitDuration,GapToLeader,GapToAhead,GapToBehind,status_1,status_12,status_124,status_21,status_24,status_4,status_41,TimeSinceLastWeatherMeasurement,Driver_idx,Team_idx,dnf
39.0,244.0,284.0,39.0,5.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,86.44,22.307,36.05899999999974,-51.87400000000025,32.20100000000048,1,,,,,,,3101.588,3,3,0
19.0,245.0,285.0,19.0,1.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,84.552,21.28,0.0,-27.088999999999942,4.781999999999925,1,,,,,,,1421.303,4,4,0
40.0,249.0,286.0,21.0,2.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,2.0,0.0,0.0,84.018,21.148,0.7809999999999491,-46.04300000000012,10.579999999999927,1,,,,,,,3149.547,4,4,0
36.0,244.0,285.0,36.0,8.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,86.688,21.512,44.06200000000035,-14.625999999999749,22.449999999999818,1,,,,,,,2865.01,5,3,0
20.0,244.0,286.0,20.0,16.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,88.115,21.328,40.82199999999989,18.423000000000002,-3.946999999999889,1,,,,,,,1548.347,6,0,1
37.0,247.0,288.0,17.0,16.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,4.0,0.0,0.0,85.309,21.545,70.55299999999988,8.368999999999687,-24.605999999999767,1,,,,,,,2972.769,6,0,1
14.0,251.0,305.0,14.0,17.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,4.0,0.0,0.0,86.232,21.292,33.76599999999985,,-15.009000000000015,1,,,,,,,1041.426,7,5,1
38.0,245.0,286.0,24.0,15.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,85.277,22.707,68.14899999999989,,-36.90099999999984,1,,,,,,,3052.049,7,5,1
5.0,250.0,307.0,5.0,20.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,4.0,0.0,0.0,86.448,21.6,18.909999999999968,3.808999999999969,-7.1510000000000105,1,,,,,,,288.916,8,6,1
41.0,249.0,288.0,36.0,11.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,86.922,28.943,65.85699999999997,7.713000000000193,1.1700000000000728,1,,,,,,,3295.654,8,6,1
40.0,245.0,285.0,40.0,7.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,85.076,22.187,46.82400000000007,-13.141999999999825,-46.04300000000012,1,,,,,,,3195.59,9,7,0
14.0,251.0,306.0,14.0,16.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,86.259,22.416,33.039999999999964,25.649000000000115,-30.026000000000067,1,,,,,,,1040.7,10,8,1
31.0,246.0,282.0,31.0,2.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,85.567,20.884,0.5709999999999127,0.5709999999999127,52.728000000000065,1,,,,,,,2414.603,11,9,0
13.0,251.0,305.0,13.0,19.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,85.901,30.205,33.50800000000004,14.173000000000002,-3.04300000000012,1,,,,,,,959.19,12,1,1
35.0,246.0,289.0,22.0,17.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,2.0,0.0,0.0,85.606,26.234,65.13899999999967,31.95799999999963,8.855000000000018,1,,,,,,,2804.785,12,1,1
42.0,243.0,288.0,42.0,9.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,2.0,0.0,0.0,85.996,21.13,63.164999999999964,-8.916999999999916,30.287000000000262,1,,,,,,,3373.937,13,4,1
40.0,245.0,284.0,40.0,5.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,85.253,21.867,40.93600000000015,-31.942999999999756,53.13299999999981,1,,,,,,,3189.702,14,6,0
15.0,246.0,291.0,15.0,14.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,4.0,0.0,0.0,86.131,21.734,32.173,25.596000000000004,-7.877999999999929,1,,,,,,,1121.913,15,5,1
51.0,248.0,288.0,36.0,14.0,22.2,55.0,987.1,0,31.3,293,1.7,Budapest,4.381,70,2.0,0.0,0.0,85.648,21.623,80.73099999999977,64.78999999999996,-22.533000000000357,1,,,,,,,527.053,15,5,1
33.0,243.0,285.0,33.0,11.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,85.543,21.124,52.57199999999966,-20.422000000000025,-1.6089999999999236,1,,,,,,,2629.613,16,7,1
19.0,247.0,287.0,19.0,3.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,84.726,21.601,6.457999999999856,-12.764000000000124,39.98000000000002,1,,,,,,,1427.761,17,2,0
43.0,251.0,293.0,24.0,3.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,2.0,0.0,0.0,84.284,21.58,12.997000000000298,12.997000000000298,57.10699999999997,1,,,,,,,3404.793,17,2,0
18.0,245.0,284.0,18.0,2.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,84.668,21.141,4.860000000000127,-47.30899999999997,1.4239999999999782,1,,,,,,,1341.611,18,9,0
45.0,249.0,288.0,27.0,1.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,2.0,0.0,0.0,83.987,21.005,0.0,-73.20899999999983,24.68000000000029,1,,,,,,,3557.993,18,9,0
30.0,245.0,286.0,30.0,11.0,21.8,57.0,987.3,0,32.3,284,2.9,Budapest,4.381,70,3.0,0.0,0.0,86.031,21.714,49.28800000000001,-7.15099999999984,-20.063000000000102,1,,,,,,,2378.324,19,8,1
48.0,247.0,291.0,18.0,19.0,22.2,55.0,987.1,0,31.3,293,1.7,Budapest,4.381,70,2.0,0.0,0.0,89.72,0.0,87.72200000000021,22.908000000000357,-33.682000000000244,1,,,,,,,292.266,19,8,1
23.0,297.0,296.0,23.0,4.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,4.0,0.0,0.0,90.929,18.747,24.55100000000016,-49.914999999999964,,0,0.0,1.0,0.0,0.0,0.0,0.0,1505.503,0,0,0
53.0,297.0,299.0,30.0,3.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,3.0,0.0,0.0,87.371,18.268,17.19000000000051,-59.259000000000015,,0,0.0,1.0,0.0,0.0,0.0,0.0,311.557,0,0,0
23.0,298.0,299.0,23.0,12.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,101.559,19.177,61.71600000000012,-17.781999999999925,-33.69399999999996,0,0.0,1.0,0.0,0.0,0.0,0.0,1542.668,1,1,0
23.0,297.0,299.0,23.0,11.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,100.206,17.59,55.27800000000002,-14.798000000000002,14.345000000000027,0,0.0,1.0,0.0,0.0,0.0,0.0,1536.23,2,2,0
51.0,300.0,301.0,28.0,6.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,77.187,17.635,21.740999999999985,-32.865999999999985,30.35900000000038,1,0.0,0.0,0.0,0.0,0.0,0.0,159.148,2,2,0
53.0,297.0,303.0,2.0,7.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,4.0,0.0,0.0,105.159,21.362,59.00700000000052,-17.764999999999418,16.427999999999884,0,0.0,1.0,0.0,0.0,0.0,0.0,353.374,2,2,0
18.0,318.0,325.0,18.0,14.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,79.636,17.381,37.687000000000126,7.8900000000001,-3.4010000000000673,1,0.0,0.0,0.0,0.0,0.0,0.0,1132.376,3,3,0
40.0,324.0,306.0,22.0,16.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,2.0,0.0,0.0,79.102,17.902,31.445000000000164,15.068000000000211,-18.635999999999967,1,0.0,0.0,0.0,0.0,0.0,0.0,2951.483,3,3,0
22.0,300.0,305.0,22.0,6.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,79.33,17.149,24.103999999999814,-6.8680000000001655,-20.62799999999993,1,0.0,0.0,0.0,0.0,0.0,0.0,1420.876,4,4,1
52.0,298.0,301.0,30.0,5.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,77.659,0.0,20.990999999999985,-121.63600000000042,-19.64800000000014,1,0.0,0.0,0.0,0.0,0.0,0.0,232.555,4,4,1
8.0,322.0,310.0,8.0,20.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,79.763,17.677,24.434000000000083,10.578000000000088,-7.778999999999996,1,0.0,0.0,0.0,0.0,0.0,0.0,366.952,5,3,0
52.0,297.0,304.0,44.0,10.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,79.702,17.692,54.7470000000003,-116.14399999999932,0.8019999999996799,0,1.0,0.0,0.0,0.0,0.0,0.0,266.311,5,3,0
19.0,299.0,306.0,19.0,12.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,4.0,0.0,0.0,80.019,18.323,38.524999999999864,-8.822000000000116,-23.94100000000003,1,0.0,0.0,0.0,0.0,0.0,0.0,1208.701,6,0,0
53.0,321.0,303.0,34.0,10.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,103.703,18.403,76.44900000000052,-12.740999999999985,-59.259000000000015,0,0.0,0.0,0.0,1.0,0.0,0.0,370.816,6,0,0
23.0,303.0,311.0,23.0,9.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,101.701,19.763,51.81700000000001,,18.259000000000015,0,0.0,1.0,0.0,0.0,0.0,0.0,1532.769,7,5,0
53.0,302.0,309.0,30.0,6.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,94.627,17.926,43.998999999999796,,32.77300000000014,0,0.0,1.0,0.0,0.0,0.0,0.0,338.366,7,5,0
19.0,301.0,306.0,19.0,16.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,4.0,0.0,0.0,79.257,17.719,43.452,22.251999999999953,-16.903999999999996,1,0.0,0.0,0.0,0.0,0.0,0.0,1213.628,8,6,0
53.0,325.0,314.0,34.0,14.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,111.41,18.017,86.58500000000004,65.27099999999973,90.35500000000047,0,0.0,0.0,0.0,1.0,0.0,0.0,380.952,8,6,0
23.0,297.0,295.0,23.0,7.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,96.821,17.557,43.613000000000056,-43.63200000000006,9.086999999999989,0,0.0,1.0,0.0,0.0,0.0,0.0,1524.565,9,7,0
27.0,302.0,303.0,4.0,19.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,2.0,0.0,0.0,124.543,22.002,52.51899999999978,40.146999999999935,-48.629999999999654,1,0.0,0.0,0.0,0.0,0.0,0.0,1977.6,9,7,0
52.0,299.0,293.0,25.0,18.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,4.0,0.0,0.0,102.655,18.533,142.6270000000004,84.64900000000034,-121.63600000000042,0,0.0,1.0,0.0,0.0,0.0,0.0,354.191,9,7,0
52.0,298.0,297.0,52.0,13.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,79.681,18.121,56.875,55.53200000000015,-56.875,0,1.0,0.0,0.0,0.0,0.0,0.0,268.439,10,8,0
23.0,298.0,301.0,23.0,2.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,86.038,20.069,5.33400000000006,-47.365999999999985,59.672000000000025,0,0.0,1.0,0.0,0.0,0.0,0.0,1486.286,11,9,1
53.0,299.0,303.0,30.0,2.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,85.907,22.601,4.447000000000116,-172.4930000000004,88.21900000000005,0,0.0,1.0,0.0,0.0,0.0,0.0,298.814,11,9,1
19.0,302.0,296.0,19.0,14.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,4.0,0.0,0.0,79.497,18.004,42.47799999999984,-2.298999999999978,-3.191000000000031,1,0.0,0.0,0.0,0.0,0.0,0.0,1212.654,12,1,0
53.0,325.0,313.0,34.0,13.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,111.419,17.695,86.08299999999963,0.4219999999995707,-10.018999999999323,0,0.0,0.0,0.0,1.0,0.0,0.0,380.45,12,1,0
65.0,327.0,312.0,12.0,15.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,3.0,0.0,0.0,96.875,18.064,49.63299999999981,-20.076999999999316,-4.139000000000124,0,0.0,1.0,0.0,0.0,0.0,0.0,1426.422,12,1,0
22.0,300.0,302.0,22.0,17.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,79.761,17.785,53.00299999999993,1.6420000000000528,6.72199999999998,0,1.0,0.0,0.0,0.0,0.0,0.0,1449.775,14,6,0
60.0,322.0,317.0,38.0,16.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,81.06,17.554,21.365999999999985,8.902000000000044,-5.7609999999995125,1,0.0,0.0,0.0,0.0,0.0,0.0,1032.906,14,6,0
23.0,303.0,301.0,23.0,8.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,96.933,17.729,44.92600000000016,13.581000000000131,23.539999999999964,0,0.0,1.0,0.0,0.0,0.0,0.0,1525.878,15,5,0
27.0,312.0,300.0,4.0,18.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,2.0,0.0,0.0,123.374,29.625,51.5,48.21300000000019,-42.94599999999991,1,0.0,0.0,0.0,0.0,0.0,0.0,1976.581,15,5,0
51.0,301.0,306.0,24.0,19.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,4.0,0.0,0.0,80.226,30.299,114.98900000000049,86.70300000000043,-65.78700000000026,1,0.0,0.0,0.0,0.0,0.0,0.0,252.396,15,5,0
65.0,302.0,308.0,38.0,17.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,4.0,0.0,0.0,99.735,18.071,68.87199999999939,46.11399999999958,-26.72400000000016,0,0.0,1.0,0.0,0.0,0.0,0.0,1445.661,15,5,0
23.0,298.0,298.0,23.0,5.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,92.01,17.392,28.022000000000162,-33.69399999999996,-10.717000000000098,0,0.0,1.0,0.0,0.0,0.0,0.0,1508.974,16,7,0
53.0,300.0,301.0,30.0,4.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,88.722,18.549,21.314000000000306,-54.75,65.27099999999973,0,0.0,1.0,0.0,0.0,0.0,0.0,315.681,16,7,0
23.0,298.0,306.0,23.0,6.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,92.078,18.74,31.345000000000027,31.345000000000027,13.581000000000131,0,0.0,1.0,0.0,0.0,0.0,0.0,1512.297,17,2,0
53.0,296.0,303.0,30.0,5.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,93.54,17.343,40.44000000000051,40.44000000000051,152.76199999999972,0,0.0,1.0,0.0,0.0,0.0,0.0,334.807,17,2,0
23.0,297.0,301.0,23.0,1.0,20.7,68.0,1006.2,0,28.8,208,3.0,Zandvoort,4.259,72,3.0,0.0,0.0,84.18,17.507,0.0,-65.00600000000009,31.345000000000027,0,0.0,1.0,0.0,0.0,0.0,0.0,1480.952,18,9,0
53.0,296.0,301.0,30.0,1.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,82.803,18.76,0.0,-92.66600000000017,40.44000000000051,0,0.0,1.0,0.0,0.0,0.0,0.0,294.367,18,9,0
53.0,312.0,317.0,53.0,8.0,19.6,73.0,1005.9,0,28.0,178,2.7,Zandvoort,4.259,72,2.0,0.0,0.0,103.502,18.715,75.4350000000004,16.427999999999884,10.225999999999658,0,0.0,0.0,0.0,1.0,0.0,0.0,369.802,19,8,0
37.0,315.0,324.0,37.0,1.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,87.432,24.37,0.0,-72.0619999999999,,1,0.0,,0.0,,,,2933.294,0,0,0
49.0,315.0,317.0,49.0,14.0,27.0,41.0,996.3,0,40.6,195,2.5,Monza,5.793,53,3.0,0.0,0.0,87.335,24.962,62.903999999999996,-17.673999999999978,-3.1520000000000437,1,0.0,,0.0,,,,393.382,1,1,1
28.0,311.0,324.0,28.0,7.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,87.75,24.992,40.072000000000116,1.18100000000004,23.945000000000164,1,0.0,,0.0,,,,2223.276,2,2,0
20.0,311.0,336.0,20.0,10.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,88.466,25.205,32.62200000000007,-0.22800000000006548,-3.1130000000000564,1,0.0,,0.0,,,,1552.622,3,3,1
24.0,310.0,322.0,4.0,19.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,3.0,0.0,0.0,107.419,0.0,81.81500000000005,45.01499999999987,-49.38799999999992,1,0.0,,0.0,,,,1933.066,3,3,1
33.0,314.0,325.0,33.0,4.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,87.019,24.251,23.21900000000005,-51.271000000000186,-17.454999999999927,1,0.0,,0.0,,,,2620.936,4,4,0
49.0,315.0,328.0,49.0,10.0,27.0,41.0,996.3,0,40.6,195,2.5,Monza,5.793,53,3.0,0.0,0.0,88.053,38.527,52.97600000000011,-7.635000000000218,21.210000000000036,1,0.0,,0.0,,,,383.454,5,3,1
19.0,315.0,330.0,19.0,14.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,88.943,24.323,34.42100000000005,1.5139999999998963,-34.42100000000005,1,0.0,,0.0,,,,1471.564,6,0,0
41.0,314.0,324.0,41.0,5.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,3.0,0.0,0.0,86.328,24.836,37.20600000000013,,19.65099999999984,1,0.0,,0.0,,,,3302.576,7,5,0
9.0,313.0,332.0,9.0,18.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,5.0,0.0,0.0,88.824,24.11,22.52800000000002,11.097999999999956,-13.719999999999914,1,0.0,,0.0,,,,629.598,9,7,0
51.0,313.0,315.0,51.0,9.0,27.0,41.0,996.3,0,40.6,195,2.5,Monza,5.793,53,3.0,0.0,0.0,87.687,30.667,53.51299999999992,34.362999999999374,-32.8159999999998,1,0.0,,0.0,,,,547.037,10,8,1
46.0,314.0,327.0,46.0,1.0,27.0,41.0,996.3,0,40.6,195,2.5,Monza,5.793,53,4.0,0.0,0.0,87.287,27.454,0.0,-25.85900000000038,44.064000000000306,1,0.0,,0.0,,,,83.058,11,9,0
33.0,311.0,318.0,33.0,12.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,88.479,25.075,63.389000000000124,-0.05600000000004002,-5.927000000000135,1,0.0,,0.0,,,,2661.106,12,1,1
38.0,315.0,324.0,38.0,4.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,87.181,24.0,27.972999999999956,-38.23799999999983,45.378000000000156,1,0.0,,0.0,,,,3044.582,13,4,0
20.0,313.0,322.0,20.0,9.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,88.759,26.08,32.27200000000016,-23.298999999999978,7.795999999999822,1,0.0,,0.0,,,,1552.272,14,6,0
30.0,312.0,323.0,30.0,10.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,87.825,24.735,46.62699999999995,-2.157000000000153,-2.4659999999998945,1,0.0,,0.0,,,,2395.57,15,5,0
32.0,315.0,346.0,32.0,10.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,3.0,0.0,0.0,88.342,24.227,51.034000000000106,-4.933999999999742,-23.56800000000021,1,0.0,,0.0,,,,2565.808,16,7,0
27.0,311.0,328.0,27.0,6.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,87.978,25.063,28.369000000000142,15.67599999999993,11.793999999999869,1,0.0,,0.0,,,,2128.542,17,2,0
45.0,316.0,330.0,45.0,2.0,27.0,41.0,996.3,0,40.6,195,2.5,Monza,5.793,53,4.0,0.0,0.0,86.609,23.453,7.550999999999931,-40.802999999999884,28.75799999999981,1,0.0,,0.0,,,,3.322,18,9,0
18.0,314.0,346.0,18.0,16.0,26.7,42.0,996.8,0,44.4,321,1.3,Monza,5.793,53,4.0,0.0,0.0,89.433,25.171,33.46900000000005,5.951000000000022,-8.492999999999938,1,0.0,,0.0,,,,1387.774,19,8,0
40.0,323.0,323.0,40.0,1.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,3.0,0.0,0.0,108.754,20.28,0.0,-75.18700000000081,,1,0.0,0.0,0.0,,0.0,0.0,669.951,0,0,0
35.0,326.0,322.0,35.0,17.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,3.0,0.0,0.0,110.71,21.667,168.52700000000004,-3.4859999999998763,-68.03099999999995,1,0.0,0.0,0.0,,0.0,0.0,221.957,1,1,1
18.0,342.0,325.0,18.0,4.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,109.655,20.658,26.843000000000075,-63.62099999999987,89.21899999999982,0,1.0,0.0,0.0,,0.0,0.0,1968.87,2,2,0
21.0,328.0,321.0,21.0,12.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,110.767,25.681,98.45899999999983,-62.56800000000021,-52.36399999999958,1,0.0,0.0,0.0,,0.0,0.0,2305.353,3,3,0
19.0,333.0,323.0,19.0,9.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,109.688,20.587,73.08099999999968,54.077999999999975,-11.67599999999993,0,0.0,0.0,1.0,,0.0,0.0,2079.107,4,4,0
37.0,321.0,319.0,37.0,13.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,4.0,0.0,0.0,110.968,21.786,145.6880000000001,109.68700000000035,-89.14700000000039,1,0.0,0.0,0.0,,0.0,0.0,426.505,5,3,0
38.0,323.0,318.0,38.0,6.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,3.0,0.0,0.0,108.763,20.264,60.52900000000045,-105.87099999999919,-60.52900000000045,1,0.0,0.0,0.0,,0.0,0.0,482.849,6,0,0
1.0,339.0,192.0,1.0,20.0,20.4,60.0,1019.8,0,27.3,69,1.0,Baku,6.003,51,4.0,0.0,0.0,156.417,20.75,51.790000000000006,,-10.677999999999997,0,0.0,1.0,0.0,,0.0,0.0,3580.854,7,5,0
15.0,348.0,326.0,15.0,19.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,110.919,20.61,140.577,,-53.59400000000005,1,0.0,0.0,0.0,,0.0,0.0,1672.466,7,5,0
36.0,325.0,324.0,36.0,16.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,3.0,0.0,0.0,111.613,20.015,168.2840000000001,72.57600000000048,-116.8430000000003,1,0.0,0.0,0.0,,0.0,0.0,322.559,8,6,0
20.0,320.0,318.0,20.0,3.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,109.664,20.138,23.175000000000182,-107.57499999999982,67.50499999999965,1,0.0,0.0,0.0,,0.0,0.0,2181.168,9,7,0
1.0,320.0,251.0,1.0,19.0,20.4,60.0,1019.8,0,27.3,69,1.0,Baku,6.003,51,3.0,0.0,0.0,152.985,20.738,48.35800000000002,12.229000000000013,-48.35800000000002,0,0.0,1.0,0.0,,0.0,0.0,3577.507,10,8,0
2.0,320.0,213.0,1.0,18.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,152.985,20.837,48.608000000000004,24.458000000000027,-37.488,0,0.0,0.0,0.0,,1.0,0.0,144.097,10,8,0
37.0,322.0,321.0,37.0,7.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,4.0,0.0,0.0,108.087,21.934,73.54599999999982,-25.3420000000001,93.0329999999999,1,0.0,0.0,0.0,,0.0,0.0,379.156,11,9,0
16.0,325.0,319.0,16.0,14.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,110.98,21.145,111.14699999999993,22.15300000000002,13.190999999999804,1,0.0,0.0,0.0,,0.0,0.0,1777.975,12,1,1
36.0,321.0,320.0,36.0,8.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,3.0,0.0,0.0,108.55,20.056,95.70799999999963,-4.8530000000000655,72.57600000000048,1,0.0,0.0,0.0,,0.0,0.0,281.724,13,4,0
26.0,318.0,320.0,26.0,11.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,3.0,0.0,0.0,110.598,20.793,105.57999999999993,-25.244000000000142,50.5920000000001,1,0.0,0.0,0.0,,0.0,0.0,2837.223,14,6,0
27.0,322.0,316.0,27.0,2.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,109.291,20.498,15.418999999999869,-18.01299999999992,105.82099999999991,1,0.0,0.0,0.0,,0.0,0.0,2917.233,15,5,0
29.0,323.0,318.0,29.0,8.0,20.6,60.0,1020.9,0,26.5,226,2.0,Baku,6.003,51,4.0,0.0,0.0,109.3,20.357,81.5039999999999,-69.85699999999997,5.293999999999869,1,0.0,0.0,0.0,,0.0,0.0,3151.181,16,7,0
39.0,325.0,319.0,39.0,3.0,20.5,61.0,1021.6,0,24.9,245,0.9,Baku,6.003,51,3.0,0.0,0.0,108.001,19.911,38.29399999999987,-130.0600000000004,-2.3549999999995634,1,0.0,0.0,0.0,,0.0,0.0,578.431,17,2,0
