Unnamed: 0,Time_x,LapNumber,PitOutTime,PitInTime,SpeedFL,SpeedST,TyreLife,LapStartTime,TrackStatus,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeStamp_y,Name,CircuitLength,Number of Laps,Slick,Wet,Inter,LapTime_sec,GapToLeader,GapToAhead,GapToBehind,status_1,status_2,status_4,status_6,status_12,status_14,status_16,status_21,status_24,status_26,status_41,status_67,status_71,status_124,status_126,status_167,status_671,status_712,status_6712,Driver_idx,Team_idx
8665,0 days 01:34:56.232000,28.0,NO_PIT,NO_PIT,263.0,281.0,28.0,0 days 01:33:39.106000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,77.126,74.7569999999996,0.7739999999998872,12.644999999999982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8666,0 days 01:36:17.797000,29.0,NO_PIT,NO_PIT,202.0,283.0,29.0,0 days 01:34:56.232000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,81.565,80.54500000000007,2.2199999999998,6.273000000000138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8667,0 days 01:37:36.575000,30.0,NO_PIT,NO_PIT,266.0,283.0,30.0,0 days 01:36:17.797000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.778,82.0640000000003,0.7519999999999527,3.038000000000011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8668,0 days 01:38:56.502000,31.0,NO_PIT,NO_PIT,212.0,281.0,31.0,0 days 01:37:36.575000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,79.927,85.19399999999996,0.9579999999996288,1.3250000000002728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8669,0 days 01:40:16.729000,32.0,NO_PIT,NO_PIT,263.0,283.0,32.0,0 days 01:38:56.502000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,80.227,90.71000000000004,0.6870000000003529,0.4449999999997089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8670,0 days 01:41:35.513000,33.0,NO_PIT,NO_PIT,222.0,284.0,33.0,0 days 01:40:16.729000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.784,94.85200000000032,1.2410000000004402,0.936999999999898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8671,0 days 01:42:55.238000,34.0,NO_PIT,NO_PIT,262.0,283.0,34.0,0 days 01:41:35.513000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,79.725,99.88799999999992,0.7670000000002801,0.487999999999829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8672,0 days 01:44:13.244000,35.0,NO_PIT,NO_PIT,269.0,284.0,35.0,0 days 01:42:55.238000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.006,103.71000000000004,0.55600000000004,1.8850000000002185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8673,0 days 01:45:32.303000,36.0,NO_PIT,NO_PIT,262.0,283.0,36.0,0 days 01:44:13.244000,1,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,79.059,107.98400000000038,0.7030000000004293,0.7809999999999491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8674,0 days 01:46:51.188000,37.0,NO_PIT,NO_PIT,267.0,284.0,37.0,0 days 01:45:32.303000,12,17.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.885,112.19900000000008,0.6419999999998254,0.55600000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8675,0 days 01:48:09.521000,38.0,NO_PIT,NO_PIT,266.0,283.0,38.0,0 days 01:46:51.188000,1,16.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.333,115.625,0.7229999999999563,0.9510000000000218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8676,0 days 01:49:28.312000,39.0,NO_PIT,NO_PIT,269.0,282.0,39.0,0 days 01:48:09.521000,1,16.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.791,120.27500000000008,0.7090000000002874,1.0489999999999782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8677,0 days 01:50:47.080000,40.0,NO_PIT,NO_PIT,268.0,282.0,40.0,0 days 01:49:28.312000,1,16.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.768,123.80600000000004,0.692000000000462,0.7239999999997053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8678,0 days 01:52:05.821000,41.0,NO_PIT,NO_PIT,262.0,282.0,41.0,0 days 01:50:47.080000,1,16.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.741,128.5210000000002,0.7320000000004256,0.8489999999997053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8679,0 days 01:53:23.245000,42.0,NO_PIT,NO_PIT,269.0,281.0,42.0,0 days 01:52:05.821000,1,16.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,77.424,131.5260000000003,0.79300000000012,1.2229999999999563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8680,0 days 01:54:40.893000,43.0,NO_PIT,NO_PIT,267.0,282.0,43.0,0 days 01:53:23.245000,1,16.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,77.648,135.0,0.6790000000000873,1.1159999999999854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8681,0 days 01:55:59.404000,44.0,NO_PIT,NO_PIT,269.0,283.0,44.0,0 days 01:54:40.893000,1,15.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,78.511,139.63899999999967,0.5749999999998181,1.0440000000003238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8682,0 days 01:57:18.461000,45.0,NO_PIT,NO_PIT,267.0,281.0,45.0,0 days 01:55:59.404000,1,15.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,79.057,144.3119999999999,0.5869999999999891,0.6970000000001164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8683,0 days 01:58:37.755000,46.0,NO_PIT,NO_PIT,229.0,282.0,46.0,0 days 01:57:18.461000,1,15.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,79.294,149.4290000000001,0.8609999999998763,1.5929999999998472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8684,0 days 01:59:57.833000,47.0,NO_PIT,NO_PIT,270.0,282.0,47.0,0 days 01:58:37.755000,1,15.0,21.8,52.0,1016.9,False,43.2,346,1.6,0 days 01:00:18.770000,Monaco,3.337,78,5.0,0.0,0.0,80.078,155.1500000000001,0.5549999999998363,1.4039999999999964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8685,0 days 02:01:16.798000,48.0,NO_PIT,NO_PIT,265.0,282.0,48.0,0 days 01:59:57.833000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.965,158.4140000000002,0.9020000000000435,0.6790000000000873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8686,0 days 02:02:34.719000,49.0,NO_PIT,NO_PIT,267.0,281.0,49.0,0 days 02:01:16.798000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,77.921,159.65099999999984,0.5720000000001164,0.9169999999999164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8687,0 days 02:03:53.822000,50.0,NO_PIT,NO_PIT,262.0,281.0,50.0,0 days 02:02:34.719000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,79.103,150.47299999999996,0.6739999999999782,1.7789999999999964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8688,0 days 02:05:16.027000,51.0,NO_PIT,NO_PIT,262.0,281.0,51.0,0 days 02:03:53.822000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,82.205,157.51300000000035,2.590000000000145,0.295999999999367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8689,0 days 02:06:36.015000,52.0,NO_PIT,NO_PIT,272.0,283.0,52.0,0 days 02:05:16.027000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,79.988,161.17299999999975,0.3229999999994106,0.7310000000006767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8690,0 days 02:07:56.321000,53.0,NO_PIT,NO_PIT,269.0,282.0,53.0,0 days 02:06:36.015000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,80.306,163.9320000000007,1.6660000000001671,0.6799999999993815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8691,0 days 02:09:15.141000,54.0,NO_PIT,NO_PIT,263.0,284.0,54.0,0 days 02:07:56.321000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.82,166.8800000000001,0.693000000000211,0.569999999999709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8692,0 days 02:10:33.800000,55.0,NO_PIT,NO_PIT,270.0,283.0,55.0,0 days 02:09:15.141000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.659,169.91899999999987,0.5469999999995707,0.6030000000000655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8693,0 days 02:11:52.106000,56.0,NO_PIT,NO_PIT,270.0,282.0,56.0,0 days 02:10:33.800000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.306,172.89500000000044,0.4880000000002837,0.7860000000000582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8694,0 days 02:13:10.690000,57.0,NO_PIT,NO_PIT,270.0,283.0,57.0,0 days 02:11:52.106000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.584,176.0609999999997,0.5779999999995198,0.6279999999997017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8695,0 days 02:14:28.728000,58.0,NO_PIT,NO_PIT,270.0,283.0,58.0,0 days 02:13:10.690000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.038,178.85200000000077,0.5,0.8389999999999418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8696,0 days 02:15:47.961000,59.0,NO_PIT,NO_PIT,271.0,281.0,59.0,0 days 02:14:28.728000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,79.233,182.73499999999967,0.5499999999992724,0.6690000000007785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8697,0 days 02:17:06.630000,60.0,NO_PIT,NO_PIT,270.0,283.0,60.0,0 days 02:15:47.961000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.669,186.3160000000007,0.6390000000001237,0.6869999999998981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8698,0 days 02:18:25.345000,61.0,NO_PIT,NO_PIT,270.0,281.0,61.0,0 days 02:17:06.630000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.715,189.96699999999964,0.6030000000000655,0.8500000000003638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8699,0 days 02:19:43.709000,62.0,NO_PIT,NO_PIT,269.0,281.0,62.0,0 days 02:18:25.345000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.364,193.201,0.6850000000004002,0.6999999999998181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8700,0 days 02:21:02.545000,63.0,NO_PIT,NO_PIT,270.0,282.0,63.0,0 days 02:19:43.709000,1,15.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.836,196.94900000000047,0.5470000000004802,0.7409999999999854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8701,0 days 02:22:20.949000,64.0,NO_PIT,NO_PIT,269.0,282.0,64.0,0 days 02:21:02.545000,1,14.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,78.404,200.11300000000028,0.8400000000001455,0.7160000000003492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8702,0 days 02:23:38.126000,65.0,NO_PIT,NO_PIT,265.0,281.0,65.0,0 days 02:22:20.949000,1,14.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,77.177,202.1679999999997,0.405999999999949,0.8770000000004075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8703,0 days 02:24:55.874000,66.0,NO_PIT,NO_PIT,270.0,281.0,66.0,0 days 02:23:38.126000,1,14.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,77.748,204.70200000000025,0.543999999999869,0.6459999999997308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8704,0 days 02:26:12.236000,67.0,NO_PIT,NO_PIT,261.0,281.0,67.0,0 days 02:24:55.874000,1,14.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,76.362,205.51299999999992,0.936999999999898,2.30199999999968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8705,0 days 02:27:29.838000,68.0,NO_PIT,NO_PIT,261.0,281.0,68.0,0 days 02:26:12.236000,1,14.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,77.602,206.84200000000047,2.57300000000032,1.800000000000182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8706,0 days 02:28:46.025000,69.0,NO_PIT,NO_PIT,269.0,280.0,69.0,0 days 02:27:29.838000,1,13.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,76.187,206.96600000000035,0.4279999999998836,2.3159999999998035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8707,0 days 02:30:02.688000,70.0,NO_PIT,NO_PIT,261.0,280.0,70.0,0 days 02:28:46.025000,1,13.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,76.663,207.8170000000009,1.0450000000000728,2.3599999999996726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8708,0 days 02:31:18.436000,71.0,NO_PIT,NO_PIT,261.0,280.0,71.0,0 days 02:30:02.688000,1,13.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,75.748,207.5069999999996,1.1859999999996944,2.868000000000393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8709,0 days 02:32:33.863000,72.0,NO_PIT,NO_PIT,261.0,280.0,72.0,0 days 02:31:18.436000,1,13.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,75.427,206.86200000000008,1.2929999999996653,3.576000000000022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8710,0 days 02:33:49.218000,73.0,NO_PIT,NO_PIT,260.0,280.0,73.0,0 days 02:32:33.863000,1,12.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,75.355,205.9960000000001,14.128999999999904,3.889999999999418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8711,0 days 02:35:04.583000,74.0,NO_PIT,NO_PIT,260.0,279.0,74.0,0 days 02:33:49.218000,1,12.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,75.365,205.0119999999997,16.088999999999942,4.088999999999942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8712,0 days 02:36:20.382000,75.0,NO_PIT,NO_PIT,261.0,279.0,75.0,0 days 02:35:04.583000,1,12.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,75.799,204.46699999999964,18.11499999999978,4.210000000000036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8713,0 days 02:37:37.606000,76.0,NO_PIT,NO_PIT,256.0,279.0,76.0,0 days 02:36:20.382000,1,12.0,22.5,56.0,1016.7,False,42.3,146,1.1,0 days 02:00:19.222000,Monaco,3.337,78,5.0,0.0,0.0,77.224,205.223,20.84900000000016,2.4210000000002765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
8714,0 days 01:00:37.344000,1.0,NO_PIT,NO_PIT,280.0,280.0,1.0,0 days 00:59:13.393000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,83.696,0.8169999999999931,0.8169999999999931,0.9620000000000032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8715,0 days 01:01:57.427000,2.0,NO_PIT,NO_PIT,286.0,303.0,2.0,0 days 01:00:37.344000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.083,0.688999999999993,0.688999999999993,1.7830000000000157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8716,0 days 01:03:17.964000,3.0,NO_PIT,NO_PIT,280.0,328.0,3.0,0 days 01:01:57.427000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.537,1.3599999999999852,1.3599999999999852,1.936000000000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8717,0 days 01:04:38.996000,4.0,NO_PIT,NO_PIT,280.0,302.0,4.0,0 days 01:03:17.964000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,81.032,2.0330000000000155,2.0330000000000155,1.7040000000000075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8718,0 days 01:05:59.960000,5.0,NO_PIT,NO_PIT,281.0,302.0,5.0,0 days 01:04:38.996000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.964,2.5300000000000296,2.5300000000000296,1.3840000000000146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8719,0 days 01:07:20.782000,6.0,NO_PIT,NO_PIT,280.0,305.0,6.0,0 days 01:05:59.960000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.822,3.098000000000013,3.098000000000013,1.2749999999999773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8720,0 days 01:08:41.542000,7.0,NO_PIT,NO_PIT,280.0,306.0,7.0,0 days 01:07:20.782000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.76,2.927000000000021,2.927000000000021,1.3519999999999754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721,0 days 01:10:02.561000,8.0,NO_PIT,NO_PIT,280.0,304.0,8.0,0 days 01:08:41.542000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,81.019,3.118000000000052,3.118000000000052,1.2350000000000136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722,0 days 01:11:23.729000,9.0,NO_PIT,NO_PIT,279.0,307.0,9.0,0 days 01:10:02.561000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,81.168,3.519000000000005,3.519000000000005,1.016999999999939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8723,0 days 01:12:44.892000,10.0,NO_PIT,NO_PIT,281.0,307.0,10.0,0 days 01:11:23.729000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,81.163,3.79200000000003,3.79200000000003,0.7830000000000155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8724,0 days 01:14:06.035000,11.0,NO_PIT,NO_PIT,281.0,309.0,11.0,0 days 01:12:44.892000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,81.143,3.799000000000092,3.799000000000092,0.5989999999999327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8725,0 days 01:15:27.658000,12.0,NO_PIT,NO_PIT,281.0,310.0,12.0,0 days 01:14:06.035000,1,2.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,81.623,4.331000000000017,4.331000000000017,0.4370000000000118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8726,0 days 01:16:53.688000,13.0,NO_PIT,0 days 01:16:50.998000,281.0,309.0,13.0,0 days 01:15:27.658000,1,3.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,86.03,9.327999999999976,5.061999999999898,1.5219999999999343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8727,0 days 01:18:30.888000,14.0,0 days 01:17:12.799000,NO_PIT,282.0,252.0,14.0,0 days 01:16:53.688000,1,8.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,97.2,25.748000000000047,1.7229999999999563,6.502999999999929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8728,0 days 01:19:50.518000,15.0,NO_PIT,NO_PIT,280.0,305.0,15.0,0 days 01:18:30.888000,1,7.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,79.63,24.57400000000007,3.889000000000124,1.1859999999999218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729,0 days 01:21:09.968000,16.0,NO_PIT,NO_PIT,281.0,304.0,16.0,0 days 01:19:50.518000,1,7.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,79.45,23.36500000000001,1.4400000000000546,4.052000000000135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8730,0 days 01:22:29.979000,17.0,NO_PIT,NO_PIT,281.0,312.0,17.0,0 days 01:21:09.968000,1,5.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.011,22.71900000000005,3.09900000000016,0.765999999999849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,0 days 01:23:49.765000,18.0,NO_PIT,NO_PIT,282.0,308.0,18.0,0 days 01:22:29.979000,1,4.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,79.786,21.81199999999989,1.15300000000002,3.421000000000049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,0 days 01:25:10.024000,19.0,NO_PIT,NO_PIT,282.0,308.0,19.0,0 days 01:23:49.765000,1,3.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,80.259,21.221000000000004,16.294999999999845,1.558999999999969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,0 days 01:26:29.864000,20.0,NO_PIT,NO_PIT,281.0,304.0,20.0,0 days 01:25:10.024000,1,3.0,29.5,51.0,1003.1,False,49.4,351,1.0,0 days 01:00:18.048000,Barcelona,4.655,66,3.0,0.0,0.0,79.84,19.935000000000173,14.557000000000016,7.873999999999796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
