Time_x,Driver,LapNumber,PitOutTime,PitInTime,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeStamp_y,Name,CircuitLength,Number of Laps,LapTime_sec,GapToLeader,GapToAhead,GapToBehind
0 days 01:13:58.706000,TSU,9.0,NO_PIT,NO_PIT,259.0,317.0,MEDIUM,9.0,True,Racing Bulls,0 days 01:12:19.413000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.293,14.305000000000064,1.8470000000000937,1.2199999999999136
0 days 01:15:37.813000,TSU,10.0,NO_PIT,NO_PIT,258.0,317.0,MEDIUM,10.0,True,Racing Bulls,0 days 01:13:58.706000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.107,15.418000000000006,1.7560000000000855,1.0499999999999545
0 days 01:17:21.658000,TSU,11.0,NO_PIT,0 days 01:17:20.041000,258.0,317.0,MEDIUM,11.0,True,Racing Bulls,0 days 01:15:37.813000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,103.845,21.139000000000124,0.1230000000000473,0.6410000000000764
0 days 01:19:18.004000,TSU,12.0,0 days 01:17:42.512000,NO_PIT,260.0,313.0,HARD,1.0,True,Racing Bulls,0 days 01:17:21.658000,1,15.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,116.346,39.37200000000007,6.300999999999931,1.1399999999998727
0 days 01:20:56.126000,TSU,13.0,NO_PIT,NO_PIT,259.0,313.0,HARD,2.0,True,Racing Bulls,0 days 01:19:18.004000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.122,39.539000000000215,4.651000000000067,0.4219999999997981
0 days 01:22:34.910000,TSU,14.0,NO_PIT,NO_PIT,259.0,314.0,HARD,3.0,True,Racing Bulls,0 days 01:20:56.126000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.784,37.394000000000005,2.436999999999898,0.5830000000000837
0 days 01:24:13.349000,TSU,15.0,NO_PIT,NO_PIT,260.0,316.0,HARD,4.0,True,Racing Bulls,0 days 01:22:34.910000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.439,32.56400000000008,1.053000000000111,0.7119999999999891
0 days 01:25:53.281000,TSU,16.0,NO_PIT,NO_PIT,262.0,338.0,HARD,5.0,True,Racing Bulls,0 days 01:24:13.349000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.932,20.749000000000024,0.4619999999999891,0.1899999999998272
0 days 01:27:32.511000,TSU,17.0,NO_PIT,NO_PIT,259.0,335.0,HARD,6.0,True,Racing Bulls,0 days 01:25:53.281000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.23,21.470000000000027,8.54300000000012,0.4739999999999327
0 days 01:29:10.747000,TSU,18.0,NO_PIT,NO_PIT,259.0,316.0,HARD,7.0,True,Racing Bulls,0 days 01:27:32.511000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.236,22.535000000000082,3.0090000000000146,0.6430000000000291
0 days 01:30:48.426000,TSU,19.0,NO_PIT,NO_PIT,260.0,316.0,HARD,8.0,True,Racing Bulls,0 days 01:29:10.747000,1,10.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.679,23.003000000000156,9.672000000000025,1.0049999999998818
0 days 01:32:26.072000,TSU,20.0,NO_PIT,NO_PIT,259.0,315.0,HARD,9.0,True,Racing Bulls,0 days 01:30:48.426000,1,10.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.646,23.240999999999985,8.926999999999907,1.4449999999999363
0 days 01:34:03.788000,TSU,21.0,NO_PIT,NO_PIT,259.0,314.0,HARD,10.0,True,Racing Bulls,0 days 01:32:26.072000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.716,22.972000000000207,7.856000000000222,1.6469999999999345
0 days 01:35:41.691000,TSU,22.0,NO_PIT,NO_PIT,260.0,315.0,HARD,11.0,True,Racing Bulls,0 days 01:34:03.788000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.903,23.13700000000017,7.38799999999992,1.9039999999999964
0 days 01:37:19.364000,TSU,23.0,NO_PIT,NO_PIT,261.0,316.0,HARD,12.0,True,Racing Bulls,0 days 01:35:41.691000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.673,23.577999999999975,6.188000000000102,1.9609999999997854
0 days 01:38:57.286000,TSU,24.0,NO_PIT,NO_PIT,262.0,314.0,HARD,13.0,True,Racing Bulls,0 days 01:37:19.364000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.922,24.5300000000002,5.347999999999956,1.9039999999999964
0 days 01:40:35.328000,TSU,25.0,NO_PIT,NO_PIT,261.0,315.0,HARD,14.0,True,Racing Bulls,0 days 01:38:57.286000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.042,25.38700000000017,4.45699999999988,1.9609999999997854
0 days 01:42:13.172000,TSU,26.0,NO_PIT,NO_PIT,259.0,314.0,HARD,15.0,True,Racing Bulls,0 days 01:40:35.328000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.844,26.045000000000073,4.106999999999971,1.4989999999997963
0 days 01:43:50.974000,TSU,27.0,NO_PIT,NO_PIT,260.0,312.0,HARD,16.0,True,Racing Bulls,0 days 01:42:13.172000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.802,26.734999999999673,3.3719999999998436,2.5019999999999527
0 days 01:45:28.729000,TSU,28.0,NO_PIT,NO_PIT,261.0,315.0,HARD,17.0,True,Racing Bulls,0 days 01:43:50.974000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.755,27.489000000000033,2.913000000000011,2.663000000000011
0 days 01:47:06.634000,TSU,29.0,NO_PIT,NO_PIT,261.0,312.0,HARD,18.0,True,Racing Bulls,0 days 01:45:28.729000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.905,28.86100000000033,2.7160000000003492,2.3279999999999745
0 days 01:48:44.629000,TSU,30.0,NO_PIT,NO_PIT,261.0,314.0,HARD,19.0,True,Racing Bulls,0 days 01:47:06.634000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.995,30.046000000000276,2.5329999999999018,2.349999999999909
0 days 01:50:22.960000,TSU,31.0,NO_PIT,NO_PIT,260.0,314.0,HARD,20.0,True,Racing Bulls,0 days 01:48:44.629000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.331,31.715000000000146,2.705000000000382,2.0239999999998872
0 days 01:52:01.153000,TSU,32.0,NO_PIT,NO_PIT,261.0,314.0,HARD,21.0,True,Racing Bulls,0 days 01:50:22.960000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.193,33.210000000000036,2.7489999999997963,1.7010000000000218
0 days 01:53:38.960000,TSU,33.0,NO_PIT,NO_PIT,261.0,314.0,HARD,22.0,True,Racing Bulls,0 days 01:52:01.153000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.807,34.56800000000021,2.33600000000024,1.6489999999998872
0 days 01:55:17.055000,TSU,34.0,NO_PIT,NO_PIT,261.0,314.0,HARD,23.0,True,Racing Bulls,0 days 01:53:38.960000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.095,35.858999999999924,2.5030000000001564,1.318000000000211
0 days 01:56:59.577000,TSU,35.0,NO_PIT,0 days 01:56:58.016000,261.0,311.0,HARD,24.0,True,Racing Bulls,0 days 01:55:17.055000,1,10.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,102.522,41.740999999999985,1.030999999999949,2.5109999999999673
0 days 01:58:54.583000,TSU,36.0,0 days 01:57:20.508000,NO_PIT,263.0,312.0,HARD,25.0,True,Racing Bulls,0 days 01:56:59.577000,1,15.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,115.006,59.952000000000226,5.403000000000247,1.6979999999998654
0 days 02:00:31.588000,TSU,37.0,NO_PIT,NO_PIT,263.0,314.0,HARD,26.0,True,Racing Bulls,0 days 01:58:54.583000,1,15.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.005,60.266999999999825,2.2399999999997817,2.199000000000069
0 days 02:02:08.313000,TSU,38.0,NO_PIT,NO_PIT,264.0,313.0,HARD,27.0,True,Racing Bulls,0 days 02:00:31.588000,1,15.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.725,60.465000000000146,2.3980000000001382,2.3059999999995853
0 days 02:03:44.812000,TSU,39.0,NO_PIT,NO_PIT,265.0,314.0,HARD,28.0,True,Racing Bulls,0 days 02:02:08.313000,1,15.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.499,60.764000000000124,2.3730000000000473,2.5149999999998727
0 days 02:05:21.788000,TSU,40.0,NO_PIT,NO_PIT,264.0,315.0,HARD,29.0,True,Racing Bulls,0 days 02:03:44.812000,1,15.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.976,61.73100000000022,1.4590000000002874,2.268999999999778
0 days 02:06:58.522000,TSU,41.0,NO_PIT,NO_PIT,270.0,334.0,HARD,30.0,True,Racing Bulls,0 days 02:05:21.788000,1,15.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.734,62.4369999999999,0.8279999999999745,2.036999999999807
0 days 02:08:35.555000,TSU,42.0,NO_PIT,NO_PIT,270.0,334.0,HARD,31.0,True,Racing Bulls,0 days 02:06:58.522000,1,15.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.033,63.15100000000075,0.6980000000003201,1.5759999999991123
0 days 02:10:12.488000,TSU,43.0,NO_PIT,NO_PIT,264.0,331.0,HARD,32.0,True,Racing Bulls,0 days 02:08:35.555000,1,14.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.933,63.71800000000076,1.566000000000713,0.6569999999992433
0 days 02:11:49.377000,TSU,44.0,NO_PIT,NO_PIT,264.0,316.0,HARD,33.0,True,Racing Bulls,0 days 02:10:12.488000,1,14.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.889,64.07399999999961,0.9049999999997453,1.623000000000502
0 days 02:13:26.160000,TSU,45.0,NO_PIT,NO_PIT,271.0,334.0,HARD,34.0,True,Racing Bulls,0 days 02:11:49.377000,1,14.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.783,64.18299999999999,0.49499999999989086,3.1850000000004
0 days 02:15:12.914000,TSU,46.0,NO_PIT,0 days 02:15:11.330000,271.0,314.0,HARD,35.0,True,Racing Bulls,0 days 02:13:26.160000,1,17.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,106.754,74.47699999999986,2.8229999999994106,14.739000000000487
0 days 02:17:28.781000,TSU,47.0,0 days 02:15:49.270000,NO_PIT,263.0,318.0,MEDIUM,47.0,False,Racing Bulls,0 days 02:15:12.914000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,135.867,114.20499999999993,20.248999999999796,0.0
0 days 02:19:04.943000,TSU,48.0,NO_PIT,NO_PIT,264.0,317.0,MEDIUM,48.0,False,Racing Bulls,0 days 02:17:28.781000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.162,114.36500000000069,17.289999999999964,0.0
0 days 02:20:40.814000,TSU,49.0,NO_PIT,NO_PIT,265.0,314.0,MEDIUM,49.0,False,Racing Bulls,0 days 02:19:04.943000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.871,114.26800000000003,14.022000000000844,0.0
0 days 02:22:16.822000,TSU,50.0,NO_PIT,NO_PIT,266.0,318.0,MEDIUM,50.0,False,Racing Bulls,0 days 02:20:40.814000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.008,114.65200000000004,11.837000000000444,0.0
0 days 02:23:53.042000,TSU,51.0,NO_PIT,NO_PIT,265.0,320.0,MEDIUM,51.0,False,Racing Bulls,0 days 02:22:16.822000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.22,114.76499999999942,10.0649999999996,0.0
0 days 02:25:29.819000,TSU,52.0,NO_PIT,NO_PIT,270.0,336.0,MEDIUM,52.0,False,Racing Bulls,0 days 02:23:53.042000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.777,115.76199999999972,9.358999999999469,0.0
0 days 02:27:07.265000,TSU,53.0,NO_PIT,NO_PIT,265.0,323.0,MEDIUM,53.0,False,Racing Bulls,0 days 02:25:29.819000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.446,117.6880000000001,6.492000000000189,0.0
0 days 02:28:44.339000,TSU,54.0,NO_PIT,NO_PIT,271.0,338.0,MEDIUM,54.0,False,Racing Bulls,0 days 02:27:07.265000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.074,119.1210000000001,5.7280000000000655,0.0
0 days 02:30:21.639000,TSU,55.0,NO_PIT,NO_PIT,263.0,335.0,MEDIUM,55.0,False,Racing Bulls,0 days 02:28:44.339000,1,19.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.3,120.44500000000062,3.2849999999998545,0.0
0 days 01:00:48.375000,ALB,1.0,NO_PIT,NO_PIT,257.0,322.0,MEDIUM,1.0,True,Williams,0 days 00:59:02.863000,12,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,105.273,6.929000000000002,0.44199999999999307,0.48799999999999955
0 days 01:02:27.818000,ALB,2.0,NO_PIT,NO_PIT,265.0,333.0,MEDIUM,2.0,True,Williams,0 days 01:00:48.375000,12,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.443,8.821000000000026,0.7789999999999964,0.6359999999999673
0 days 01:04:06.913000,ALB,3.0,NO_PIT,NO_PIT,264.0,335.0,MEDIUM,3.0,True,Williams,0 days 01:02:27.818000,21,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.095,10.226999999999975,0.825999999999965,0.7970000000000255
0 days 01:05:45.959000,ALB,4.0,NO_PIT,NO_PIT,260.0,313.0,MEDIUM,4.0,True,Williams,0 days 01:04:06.913000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.046,11.468999999999994,0.950999999999965,0.8140000000000214
0 days 01:07:24.505000,ALB,5.0,NO_PIT,NO_PIT,266.0,336.0,MEDIUM,5.0,True,Williams,0 days 01:05:45.959000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.546,11.93300000000005,0.5910000000000082,0.7959999999999923
0 days 01:09:03.628000,ALB,6.0,NO_PIT,NO_PIT,267.0,336.0,MEDIUM,6.0,True,Williams,0 days 01:07:24.505000,12,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.123,13.517000000000053,0.75,0.8349999999999227
0 days 01:10:42.719000,ALB,7.0,NO_PIT,NO_PIT,267.0,338.0,MEDIUM,7.0,True,Williams,0 days 01:09:03.628000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.091,14.710000000000036,0.6599999999999682,0.83400000000006
0 days 01:12:22.059000,ALB,8.0,NO_PIT,NO_PIT,266.0,330.0,MEDIUM,8.0,True,Williams,0 days 01:10:42.719000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.34,15.856999999999971,0.6539999999999964,0.8680000000000518
0 days 01:14:01.582000,ALB,9.0,NO_PIT,NO_PIT,266.0,335.0,MEDIUM,9.0,True,Williams,0 days 01:12:22.059000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.523,17.18100000000004,0.8410000000000082,0.7250000000000227
0 days 01:15:40.692000,ALB,10.0,NO_PIT,NO_PIT,264.0,336.0,MEDIUM,10.0,True,Williams,0 days 01:14:01.582000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.11,18.297000000000025,0.7280000000000655,1.7419999999999618
0 days 01:17:19.692000,ALB,11.0,NO_PIT,NO_PIT,265.0,336.0,MEDIUM,11.0,True,Williams,0 days 01:15:40.692000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.0,19.173000000000002,1.594000000000051,1.8430000000000746
0 days 01:18:58.568000,ALB,12.0,NO_PIT,NO_PIT,259.0,315.0,MEDIUM,12.0,True,Williams,0 days 01:17:19.692000,1,7.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.876,19.935999999999922,6.472999999999956,0.97199999999998
0 days 01:20:36.879000,ALB,13.0,NO_PIT,NO_PIT,259.0,313.0,MEDIUM,13.0,True,Williams,0 days 01:18:58.568000,1,7.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.311,20.292000000000144,2.173999999999978,2.877999999999929
0 days 01:22:15.339000,ALB,14.0,NO_PIT,NO_PIT,257.0,314.0,MEDIUM,14.0,True,Williams,0 days 01:20:36.879000,1,5.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.46,17.823000000000093,10.594000000000051,3.52599999999984
0 days 01:23:54.028000,ALB,15.0,NO_PIT,NO_PIT,258.0,314.0,MEDIUM,15.0,True,Williams,0 days 01:22:15.339000,1,3.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.689,13.242999999999938,8.02299999999991,2.7150000000001455
0 days 01:25:32.532000,ALB,16.0,NO_PIT,NO_PIT,260.0,313.0,MEDIUM,16.0,True,Williams,0 days 01:23:54.028000,1,1.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.504,0.0,0.0,1.6179999999999382
0 days 01:27:11.731000,ALB,17.0,NO_PIT,NO_PIT,265.0,314.0,MEDIUM,17.0,True,Williams,0 days 01:25:32.532000,1,2.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.199,0.6899999999998272,0.6899999999998272,1.9120000000000346
0 days 01:28:50.672000,ALB,18.0,NO_PIT,NO_PIT,261.0,316.0,MEDIUM,18.0,True,Williams,0 days 01:27:11.731000,1,2.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.941,2.4600000000000364,2.4600000000000364,0.6790000000000873
0 days 01:30:29.649000,ALB,19.0,NO_PIT,NO_PIT,265.0,317.0,MEDIUM,19.0,True,Williams,0 days 01:28:50.672000,1,3.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.977,4.226000000000113,0.6190000000001419,0.7880000000000109
0 days 01:32:14.357000,ALB,20.0,NO_PIT,0 days 01:32:12.597000,265.0,317.0,MEDIUM,20.0,True,Williams,0 days 01:30:29.649000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,104.708,11.526000000000067,3.206000000000131,0.7449999999998909
0 days 01:34:12.506000,ALB,21.0,0 days 01:32:36.100000,NO_PIT,260.0,314.0,HARD,1.0,True,Williams,0 days 01:32:14.357000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,118.149,31.690000000000055,1.1140000000000327,0.900000000000091
0 days 01:35:49.791000,ALB,22.0,NO_PIT,NO_PIT,261.0,336.0,HARD,2.0,True,Williams,0 days 01:34:12.506000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.285,31.23700000000008,3.030999999999949,0.6150000000002365
0 days 01:37:27.438000,ALB,23.0,NO_PIT,NO_PIT,263.0,314.0,HARD,3.0,True,Williams,0 days 01:35:49.791000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.647,31.652000000000044,2.7880000000004657,1.7429999999999382
0 days 01:39:05.210000,ALB,24.0,NO_PIT,NO_PIT,263.0,313.0,HARD,4.0,True,Williams,0 days 01:37:27.438000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.772,32.45400000000018,2.50400000000036,2.531999999999698
0 days 01:40:42.984000,ALB,25.0,NO_PIT,NO_PIT,263.0,314.0,HARD,5.0,True,Williams,0 days 01:39:05.210000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.774,33.04300000000012,2.0149999999998727,3.130999999999858
0 days 01:42:21.184000,ALB,26.0,NO_PIT,NO_PIT,261.0,315.0,HARD,6.0,True,Williams,0 days 01:40:42.984000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.2,34.05699999999979,1.9470000000001164,3.099999999999909
0 days 01:43:59.320000,ALB,27.0,NO_PIT,NO_PIT,260.0,315.0,HARD,7.0,True,Williams,0 days 01:42:21.184000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.136,35.080999999999676,2.048999999999978,2.9729999999999563
0 days 01:45:37.910000,ALB,28.0,NO_PIT,NO_PIT,262.0,315.0,HARD,8.0,True,Williams,0 days 01:43:59.320000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.59,36.67000000000007,2.963999999999942,2.456000000000131
0 days 01:47:15.981000,ALB,29.0,NO_PIT,NO_PIT,263.0,315.0,HARD,9.0,True,Williams,0 days 01:45:37.910000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.071,38.208000000000084,3.336999999999989,2.343000000000302
0 days 01:48:53.835000,ALB,30.0,NO_PIT,NO_PIT,261.0,314.0,HARD,10.0,True,Williams,0 days 01:47:15.981000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.854,39.25200000000041,3.14200000000028,2.462999999999738
0 days 01:50:31.658000,ALB,31.0,NO_PIT,NO_PIT,261.0,313.0,HARD,11.0,True,Williams,0 days 01:48:53.835000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.823,40.41300000000001,2.963000000000193,2.5459999999998217
0 days 01:52:09.574000,ALB,32.0,NO_PIT,NO_PIT,263.0,314.0,HARD,12.0,True,Williams,0 days 01:50:31.658000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.916,41.63100000000031,2.8010000000003856,2.4659999999998945
0 days 01:53:47.164000,ALB,33.0,NO_PIT,NO_PIT,264.0,314.0,HARD,13.0,True,Williams,0 days 01:52:09.574000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.59,42.771999999999935,4.188999999999851,2.3530000000000655
0 days 01:55:24.635000,ALB,34.0,NO_PIT,NO_PIT,263.0,314.0,HARD,14.0,True,Williams,0 days 01:53:47.164000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.471,43.43899999999985,3.7970000000000255,3.1779999999998836
0 days 01:57:02.088000,ALB,35.0,NO_PIT,NO_PIT,263.0,314.0,HARD,15.0,True,Williams,0 days 01:55:24.635000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.453,44.25199999999995,2.5109999999999673,3.1660000000001673
0 days 01:58:39.458000,ALB,36.0,NO_PIT,NO_PIT,264.0,313.0,HARD,16.0,True,Williams,0 days 01:57:02.088000,1,10.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.37,44.827000000000226,3.36600000000044,3.161999999999807
0 days 02:00:16.997000,ALB,37.0,NO_PIT,NO_PIT,264.0,314.0,HARD,17.0,True,Williams,0 days 01:58:39.458000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.539,45.67599999999993,3.4909999999999854,3.0349999999998545
0 days 02:01:54.246000,ALB,38.0,NO_PIT,NO_PIT,264.0,314.0,HARD,18.0,True,Williams,0 days 02:00:16.997000,1,9.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.249,46.39800000000014,3.0220000000003893,4.032999999999902
0 days 02:03:31.445000,ALB,39.0,NO_PIT,NO_PIT,264.0,314.0,HARD,19.0,True,Williams,0 days 02:01:54.246000,1,9.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.199,47.396999999999935,3.1369999999997162,5.082000000000335
0 days 02:05:08.656000,ALB,40.0,NO_PIT,NO_PIT,263.0,314.0,HARD,20.0,True,Williams,0 days 02:03:31.445000,1,9.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,97.211,48.59900000000016,3.2029999999999745,4.75
