Time_x,Driver,LapNumber,PitOutTime,PitInTime,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeStamp_y,Name,CircuitLength,Number of Laps,LapTime_sec,GapToLeader,GapToAhead,GapToBehind
0 days 01:00:45.351000,VER,1.0,NO_PIT,NO_PIT,258.0,314.0,MEDIUM,1.0,True,Red Bull Racing,0 days 00:59:02.863000,12,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,102.249,3.905000000000001,0.48599999999999,0.7590000000000003
0 days 01:02:23.655000,VER,2.0,NO_PIT,NO_PIT,263.0,337.0,MEDIUM,2.0,True,Red Bull Racing,0 days 01:00:45.351000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.304,4.6580000000000155,0.6059999999999945,0.8019999999999925
0 days 01:04:01.957000,VER,3.0,NO_PIT,NO_PIT,263.0,334.0,MEDIUM,3.0,True,Red Bull Racing,0 days 01:02:23.655000,12,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.302,5.271000000000015,0.8210000000000264,1.002999999999986
0 days 01:05:40.571000,VER,4.0,NO_PIT,NO_PIT,257.0,316.0,MEDIUM,4.0,True,Red Bull Racing,0 days 01:04:01.957000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.614,6.081000000000017,1.7869999999999777,1.2130000000000223
0 days 01:07:19.466000,VER,5.0,NO_PIT,NO_PIT,258.0,314.0,MEDIUM,5.0,True,Red Bull Racing,0 days 01:05:40.571000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.895,6.894000000000062,2.4290000000000305,1.1149999999999523
0 days 01:08:58.245000,VER,6.0,NO_PIT,NO_PIT,258.0,314.0,MEDIUM,6.0,True,Red Bull Racing,0 days 01:07:19.466000,12,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.779,8.134000000000015,2.9220000000000255,1.2469999999999573
0 days 01:10:36.937000,VER,7.0,NO_PIT,NO_PIT,259.0,315.0,MEDIUM,7.0,True,Red Bull Racing,0 days 01:08:58.245000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.692,8.928000000000111,3.1560000000000628,1.5199999999999818
0 days 01:12:16.021000,VER,8.0,NO_PIT,NO_PIT,256.0,317.0,MEDIUM,8.0,True,Red Bull Racing,0 days 01:10:36.937000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.084,9.81899999999996,3.7619999999999436,1.5539999999999736
0 days 01:13:55.250000,VER,9.0,NO_PIT,NO_PIT,257.0,316.0,MEDIUM,9.0,True,Red Bull Racing,0 days 01:12:16.021000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.229,10.849000000000046,4.399000000000001,1.6089999999999236
0 days 01:15:34.314000,VER,10.0,NO_PIT,NO_PIT,258.0,317.0,MEDIUM,10.0,True,Red Bull Racing,0 days 01:13:55.250000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.064,11.918999999999983,4.902000000000044,1.7429999999999382
0 days 01:17:13.468000,VER,11.0,NO_PIT,NO_PIT,258.0,315.0,MEDIUM,11.0,True,Red Bull Racing,0 days 01:15:34.314000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.154,12.94900000000007,5.6340000000000146,1.8019999999999072
0 days 01:18:52.095000,VER,12.0,NO_PIT,NO_PIT,259.0,315.0,MEDIUM,12.0,True,Red Bull Racing,0 days 01:17:13.468000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.627,13.462999999999965,5.578999999999951,6.472999999999956
0 days 01:20:34.705000,VER,13.0,NO_PIT,0 days 01:20:33.047000,259.0,315.0,MEDIUM,13.0,True,Red Bull Racing,0 days 01:18:52.095000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,102.61,18.118000000000166,5.41800000000012,2.173999999999978
0 days 01:22:29.957000,VER,14.0,0 days 01:20:55.521000,NO_PIT,259.0,312.0,HARD,1.0,True,Red Bull Racing,0 days 01:20:34.705000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,115.252,32.44100000000003,4.932999999999993,2.5160000000000764
0 days 01:24:07.279000,VER,15.0,NO_PIT,NO_PIT,260.0,313.0,HARD,2.0,True,Red Bull Racing,0 days 01:22:29.957000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.322,26.493999999999915,3.9349999999999454,5.017000000000053
0 days 01:25:44.303000,VER,16.0,NO_PIT,NO_PIT,266.0,319.0,HARD,3.0,True,Red Bull Racing,0 days 01:24:07.279000,1,11.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.024,11.770999999999958,0.7400000000000091,8.516000000000076
0 days 01:27:21.672000,VER,17.0,NO_PIT,NO_PIT,260.0,321.0,HARD,4.0,True,Red Bull Racing,0 days 01:25:44.303000,1,9.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.369,10.630999999999858,1.1389999999998963,2.2350000000001273
0 days 01:28:59.519000,VER,18.0,NO_PIT,NO_PIT,256.0,340.0,HARD,5.0,True,Red Bull Racing,0 days 01:27:21.672000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.847,11.307000000000016,2.5739999999998417,0.3100000000001728
0 days 01:30:37.369000,VER,19.0,NO_PIT,NO_PIT,259.0,318.0,HARD,6.0,True,Red Bull Racing,0 days 01:28:59.519000,1,8.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.85,11.94600000000014,0.9519999999999982,1.384999999999991
0 days 01:32:15.102000,VER,20.0,NO_PIT,NO_PIT,258.0,341.0,HARD,7.0,True,Red Bull Racing,0 days 01:30:37.369000,1,7.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.733,12.270999999999958,0.7449999999998909,0.6449999999999818
0 days 01:33:53.010000,VER,21.0,NO_PIT,NO_PIT,258.0,315.0,HARD,8.0,True,Red Bull Racing,0 days 01:32:15.102000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.908,12.19399999999996,3.1210000000000946,2.119999999999891
0 days 01:35:30.553000,VER,22.0,NO_PIT,NO_PIT,259.0,317.0,HARD,9.0,True,Red Bull Racing,0 days 01:33:53.010000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.543,11.999000000000251,3.20699999999988,3.26299999999992
0 days 01:37:07.995000,VER,23.0,NO_PIT,NO_PIT,260.0,316.0,HARD,10.0,True,Red Bull Racing,0 days 01:35:30.553000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.442,12.208999999999833,3.34900000000016,4.594000000000051
0 days 01:38:45.245000,VER,24.0,NO_PIT,NO_PIT,260.0,315.0,HARD,11.0,True,Red Bull Racing,0 days 01:37:07.995000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.25,12.489000000000033,3.4020000000000437,6.0909999999998945
0 days 01:40:22.967000,VER,25.0,NO_PIT,NO_PIT,260.0,315.0,HARD,12.0,True,Red Bull Racing,0 days 01:38:45.245000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.722,13.02599999999984,3.619999999999891,7.253000000000156
0 days 01:42:00.612000,VER,26.0,NO_PIT,NO_PIT,259.0,315.0,HARD,13.0,True,Red Bull Racing,0 days 01:40:22.967000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.645,13.484999999999673,3.7099999999995816,8.45300000000043
0 days 01:43:38.576000,VER,27.0,NO_PIT,NO_PIT,260.0,315.0,HARD,14.0,True,Red Bull Racing,0 days 01:42:00.612000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.964,14.336999999999989,4.264000000000124,9.02599999999984
0 days 01:45:15.894000,VER,28.0,NO_PIT,NO_PIT,260.0,316.0,HARD,15.0,True,Red Bull Racing,0 days 01:43:38.576000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.318,14.653999999999996,4.592999999999847,9.922000000000025
0 days 01:46:52.978000,VER,29.0,NO_PIT,NO_PIT,260.0,315.0,HARD,16.0,True,Red Bull Racing,0 days 01:45:15.894000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.084,15.204999999999927,4.446999999999662,10.940000000000055
0 days 01:48:30.328000,VER,30.0,NO_PIT,NO_PIT,261.0,314.0,HARD,17.0,True,Red Bull Racing,0 days 01:46:52.978000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.35,15.745000000000346,4.349999999999909,11.768000000000029
0 days 01:50:07.412000,VER,31.0,NO_PIT,NO_PIT,260.0,314.0,HARD,18.0,True,Red Bull Racing,0 days 01:48:30.328000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.084,16.166999999999916,3.951999999999771,12.842999999999847
0 days 01:51:44.614000,VER,32.0,NO_PIT,NO_PIT,260.0,314.0,HARD,19.0,True,Red Bull Racing,0 days 01:50:07.412000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.202,16.671000000000276,4.1159999999999854,13.789999999999964
0 days 01:53:21.714000,VER,33.0,NO_PIT,NO_PIT,262.0,311.0,HARD,20.0,True,Red Bull Racing,0 days 01:51:44.614000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.1,17.322000000000116,3.644000000000233,14.909999999999854
0 days 01:54:58.636000,VER,34.0,NO_PIT,NO_PIT,261.0,312.0,HARD,21.0,True,Red Bull Racing,0 days 01:53:21.714000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,96.922,17.440000000000055,3.2760000000002947,15.915999999999713
0 days 01:56:35.336000,VER,35.0,NO_PIT,NO_PIT,262.0,313.0,HARD,22.0,True,Red Bull Racing,0 days 01:54:58.636000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,96.7,17.5,3.018999999999778,17.083000000000084
0 days 01:58:11.982000,VER,36.0,NO_PIT,NO_PIT,262.0,313.0,HARD,23.0,True,Red Bull Racing,0 days 01:56:35.336000,1,6.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,96.646,17.351000000000113,2.31899999999996,21.64599999999973
0 days 01:59:48.817000,VER,37.0,NO_PIT,NO_PIT,263.0,313.0,HARD,24.0,True,Red Bull Racing,0 days 01:58:11.982000,1,5.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,96.835,17.496000000000095,5.495000000000346,3.2970000000000255
0 days 02:01:25.433000,VER,38.0,NO_PIT,NO_PIT,262.0,313.0,HARD,25.0,True,Red Bull Racing,0 days 01:59:48.817000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.616,17.585000000000036,5.233999999999924,20.182999999999993
0 days 02:03:01.890000,VER,39.0,NO_PIT,NO_PIT,263.0,314.0,HARD,26.0,True,Red Bull Racing,0 days 02:01:25.433000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.457,17.8420000000001,4.769000000000233,19.565000000000055
0 days 02:04:38.330000,VER,40.0,NO_PIT,NO_PIT,263.0,312.0,HARD,27.0,True,Red Bull Racing,0 days 02:03:01.890000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.44,18.27300000000014,4.530999999999949,18.61200000000008
0 days 02:06:14.467000,VER,41.0,NO_PIT,NO_PIT,263.0,311.0,HARD,28.0,True,Red Bull Racing,0 days 02:04:38.330000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.137,18.381999999999607,4.15099999999984,17.544000000000324
0 days 02:07:50.683000,VER,42.0,NO_PIT,NO_PIT,264.0,312.0,HARD,29.0,True,Red Bull Racing,0 days 02:06:14.467000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.216,18.27900000000045,3.8659999999999854,16.896999999999935
0 days 02:09:26.925000,VER,43.0,NO_PIT,NO_PIT,265.0,314.0,HARD,30.0,True,Red Bull Racing,0 days 02:07:50.683000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.242,18.155000000000655,3.61200000000008,16.180999999999585
0 days 02:11:03.146000,VER,44.0,NO_PIT,NO_PIT,263.0,314.0,HARD,31.0,True,Red Bull Racing,0 days 02:09:26.925000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.221,17.842999999999847,3.3710000000000946,15.822000000000116
0 days 02:12:39.328000,VER,45.0,NO_PIT,NO_PIT,264.0,314.0,HARD,32.0,True,Red Bull Racing,0 days 02:11:03.146000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.182,17.350999999999658,3.1179999999994834,14.989000000000487
0 days 02:14:15.516000,VER,46.0,NO_PIT,NO_PIT,264.0,313.0,HARD,33.0,True,Red Bull Racing,0 days 02:12:39.328000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.188,17.078999999999724,2.9879999999993743,14.333999999999833
0 days 02:15:51.651000,VER,47.0,NO_PIT,NO_PIT,262.0,313.0,HARD,34.0,True,Red Bull Racing,0 days 02:14:15.516000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.135,17.074999999999818,2.811999999999898,13.969000000000051
0 days 02:17:27.674000,VER,48.0,NO_PIT,NO_PIT,264.0,314.0,HARD,35.0,True,Red Bull Racing,0 days 02:15:51.651000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.023,17.09600000000046,2.293999999999869,13.206000000000131
0 days 02:19:03.572000,VER,49.0,NO_PIT,NO_PIT,264.0,316.0,HARD,36.0,True,Red Bull Racing,0 days 02:17:27.674000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.898,17.02599999999984,2.0349999999998545,12.384999999999309
0 days 02:20:39.271000,VER,50.0,NO_PIT,NO_PIT,265.0,315.0,HARD,37.0,True,Red Bull Racing,0 days 02:19:03.572000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.699,17.100999999999658,1.470999999999549,11.930000000000291
0 days 02:22:14.981000,VER,51.0,NO_PIT,NO_PIT,271.0,339.0,HARD,38.0,True,Red Bull Racing,0 days 02:20:39.271000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.71,16.703999999999724,0.4250000000001819,11.6850000000004
0 days 02:23:51.544000,VER,52.0,NO_PIT,NO_PIT,270.0,339.0,HARD,39.0,True,Red Bull Racing,0 days 02:22:14.981000,1,5.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.563,17.48700000000008,0.40499999999974534,10.332999999999629
0 days 02:25:27.719000,VER,53.0,NO_PIT,NO_PIT,265.0,313.0,HARD,40.0,True,Red Bull Racing,0 days 02:23:51.544000,1,4.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,96.175,18.141999999999825,6.118000000000393,1.5109999999995125
0 days 02:27:03.499000,VER,54.0,NO_PIT,NO_PIT,265.0,311.0,HARD,41.0,True,Red Bull Racing,0 days 02:25:27.719000,1,4.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.78,18.28099999999995,5.9979999999995925,3.4089999999996508
0 days 02:28:39.296000,VER,55.0,NO_PIT,NO_PIT,265.0,314.0,HARD,42.0,True,Red Bull Racing,0 days 02:27:03.499000,1,4.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.797,18.10199999999986,5.97899999999936,4.7280000000000655
0 days 02:30:14.784000,VER,56.0,NO_PIT,NO_PIT,265.0,312.0,HARD,43.0,True,Red Bull Racing,0 days 02:28:39.296000,1,4.0,26.8,21.0,1010.2,False,32.7,256,1.2,0 days 02:00:45.491000,Shanghai,5.451,56,95.488,16.65599999999995,5.5590000000001965,6.555000000000291
0 days 01:00:49.142000,GAS,1.0,NO_PIT,NO_PIT,257.0,318.0,MEDIUM,1.0,False,Alpine,0 days 00:59:02.863000,12,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,106.04,7.696000000000012,0.2790000000000106,0.6059999999999945
0 days 01:02:28.947000,GAS,2.0,NO_PIT,NO_PIT,263.0,337.0,MEDIUM,2.0,False,Alpine,0 days 01:00:49.142000,12,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.805,9.950000000000045,0.49300000000005184,0.5419999999999732
0 days 01:04:08.072000,GAS,3.0,NO_PIT,NO_PIT,262.0,332.0,MEDIUM,3.0,False,Alpine,0 days 01:02:28.947000,21,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.125,11.386000000000024,0.3620000000000232,0.6589999999999918
0 days 01:05:46.773000,GAS,4.0,NO_PIT,NO_PIT,260.0,326.0,MEDIUM,4.0,False,Alpine,0 days 01:04:08.072000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.701,12.283000000000015,0.8140000000000214,0.6129999999999995
0 days 01:07:25.301000,GAS,5.0,NO_PIT,NO_PIT,263.0,329.0,MEDIUM,5.0,False,Alpine,0 days 01:05:46.773000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.528,12.729000000000042,0.7959999999999923,0.8860000000000241
0 days 01:09:04.463000,GAS,6.0,NO_PIT,NO_PIT,264.0,326.0,MEDIUM,6.0,False,Alpine,0 days 01:07:25.301000,12,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.162,14.351999999999975,0.8349999999999227,0.8840000000000146
0 days 01:10:43.553000,GAS,7.0,NO_PIT,NO_PIT,263.0,327.0,MEDIUM,7.0,False,Alpine,0 days 01:09:04.463000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.09,15.544000000000096,0.83400000000006,0.83299999999997
0 days 01:12:22.927000,GAS,8.0,NO_PIT,NO_PIT,263.0,327.0,MEDIUM,8.0,False,Alpine,0 days 01:10:43.553000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.374,16.725000000000023,0.8680000000000518,0.9909999999999854
0 days 01:14:02.307000,GAS,9.0,NO_PIT,NO_PIT,261.0,330.0,MEDIUM,9.0,False,Alpine,0 days 01:12:22.927000,1,12.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.38,17.906000000000063,0.7250000000000227,0.7830000000000155
0 days 01:15:46.464000,GAS,10.0,NO_PIT,0 days 01:15:44.821000,261.0,328.0,MEDIUM,10.0,False,Alpine,0 days 01:14:02.307000,1,16.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,104.157,24.06899999999996,0.028999999999996362,1.1600000000000819
0 days 01:17:41.874000,GAS,11.0,0 days 01:16:07.887000,NO_PIT,256.0,304.0,HARD,1.0,True,Alpine,0 days 01:15:46.464000,1,18.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,115.41,41.35500000000002,9.629999999999882,11.172000000000025
0 days 01:19:19.714000,GAS,12.0,NO_PIT,NO_PIT,263.0,311.0,HARD,2.0,True,Alpine,0 days 01:17:41.874000,1,17.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.84,41.08200000000011,0.5700000000001637,5.990000000000009
0 days 01:20:57.945000,GAS,13.0,NO_PIT,NO_PIT,264.0,326.0,HARD,3.0,True,Alpine,0 days 01:19:19.714000,1,16.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.231,41.358000000000175,0.9640000000001692,0.7429999999999382
0 days 01:22:37.090000,GAS,14.0,NO_PIT,NO_PIT,263.0,333.0,HARD,4.0,True,Alpine,0 days 01:20:57.945000,1,17.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.145,39.57400000000007,0.5310000000001764,4.691000000000031
0 days 01:24:16.169000,GAS,15.0,NO_PIT,NO_PIT,263.0,329.0,HARD,5.0,True,Alpine,0 days 01:22:37.090000,1,17.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.079,35.384000000000015,0.6400000000001,3.81899999999996
0 days 01:25:54.798000,GAS,16.0,NO_PIT,NO_PIT,265.0,333.0,HARD,6.0,True,Alpine,0 days 01:24:16.169000,1,17.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.629,22.26599999999985,0.6499999999998636,3.5510000000001583
0 days 01:27:34.852000,GAS,17.0,NO_PIT,NO_PIT,263.0,336.0,HARD,7.0,True,Alpine,0 days 01:25:54.798000,1,17.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,100.054,23.810999999999922,0.6010000000001128,2.125
0 days 01:29:15.524000,GAS,18.0,NO_PIT,NO_PIT,265.0,332.0,HARD,8.0,True,Alpine,0 days 01:27:34.852000,1,16.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,100.672,27.312000000000126,0.33100000000013097,1.3170000000000073
0 days 01:30:53.875000,GAS,19.0,NO_PIT,NO_PIT,259.0,330.0,HARD,9.0,True,Alpine,0 days 01:29:15.524000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.351,28.451999999999998,1.0149999999998727,2.538000000000011
0 days 01:32:32.494000,GAS,20.0,NO_PIT,NO_PIT,257.0,307.0,HARD,10.0,True,Alpine,0 days 01:30:53.875000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.619,29.66300000000001,1.6820000000000164,2.242999999999938
0 days 01:34:11.392000,GAS,21.0,NO_PIT,NO_PIT,256.0,304.0,HARD,11.0,True,Alpine,0 days 01:32:32.494000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.898,30.576000000000022,2.7049999999999272,1.1140000000000327
0 days 01:35:50.406000,GAS,22.0,NO_PIT,NO_PIT,263.0,312.0,HARD,12.0,True,Alpine,0 days 01:34:11.392000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,99.014,31.852000000000317,0.6150000000002365,1.525000000000091
0 days 01:37:29.181000,GAS,23.0,NO_PIT,NO_PIT,259.0,304.0,HARD,13.0,True,Alpine,0 days 01:35:50.406000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.775,33.39499999999998,1.7429999999999382,1.1059999999997672
0 days 01:39:07.742000,GAS,24.0,NO_PIT,NO_PIT,259.0,303.0,HARD,14.0,True,Alpine,0 days 01:37:29.181000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.561,34.985999999999876,2.531999999999698,1.3020000000001346
0 days 01:40:46.115000,GAS,25.0,NO_PIT,NO_PIT,258.0,302.0,HARD,15.0,True,Alpine,0 days 01:39:07.742000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.373,36.17399999999998,3.130999999999858,1.1159999999999854
0 days 01:42:24.284000,GAS,26.0,NO_PIT,NO_PIT,258.0,304.0,HARD,16.0,True,Alpine,0 days 01:40:46.115000,1,14.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.169,37.1569999999997,3.099999999999909,1.29300000000012
0 days 01:44:02.293000,GAS,27.0,NO_PIT,NO_PIT,258.0,304.0,HARD,17.0,True,Alpine,0 days 01:42:24.284000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.009,38.05399999999963,2.9729999999999563,1.3670000000001892
0 days 01:45:40.366000,GAS,28.0,NO_PIT,NO_PIT,259.0,305.0,HARD,18.0,True,Alpine,0 days 01:44:02.293000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,98.073,39.126000000000204,2.456000000000131,1.4899999999997817
0 days 01:47:18.324000,GAS,29.0,NO_PIT,NO_PIT,259.0,304.0,HARD,19.0,True,Alpine,0 days 01:45:40.366000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.958,40.551000000000386,2.343000000000302,1.4829999999997199
0 days 01:48:56.298000,GAS,30.0,NO_PIT,NO_PIT,259.0,304.0,HARD,20.0,True,Alpine,0 days 01:47:18.324000,1,13.0,27.3,18.0,1010.4,False,35.6,264,2.2,0 days 01:00:45.122000,Shanghai,5.451,56,97.974,41.715000000000146,2.462999999999738,1.2710000000001855
